panel_group,date,hour,target_time,realized_pv,q05,q10,q25,q40,q50,q60,q75,q90,q95,raw_scenario_id,medoid_id,medoid_probability,pv_s_kw
raw,2025-09-30,22,2025-09-30 22:00:00,,,,,,,,,,,10.0,,,0.0
raw,2025-09-30,23,2025-09-30 23:00:00,,,,,,,,,,,10.0,,,0.0
raw,2025-09-30,0,2025-09-30 00:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,1,2025-09-30 01:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,2,2025-09-30 02:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,3,2025-09-30 03:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,4,2025-09-30 04:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,5,2025-09-30 05:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,6,2025-09-30 06:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,7,2025-09-30 07:00:00,,,,,,,,,,,11.0,,,212.54005432128906
raw,2025-09-30,8,2025-09-30 08:00:00,,,,,,,,,,,11.0,,,641.0297241210938
raw,2025-09-30,9,2025-09-30 09:00:00,,,,,,,,,,,11.0,,,1080.9544677734375
raw,2025-09-30,10,2025-09-30 10:00:00,,,,,,,,,,,11.0,,,1456.270751953125
raw,2025-09-30,11,2025-09-30 11:00:00,,,,,,,,,,,11.0,,,1655.9176025390625
raw,2025-09-30,12,2025-09-30 12:00:00,,,,,,,,,,,11.0,,,1849.106689453125
raw,2025-09-30,13,2025-09-30 13:00:00,,,,,,,,,,,11.0,,,1810.3968505859375
raw,2025-09-30,14,2025-09-30 14:00:00,,,,,,,,,,,11.0,,,1612.8056640625
raw,2025-09-30,15,2025-09-30 15:00:00,,,,,,,,,,,11.0,,,804.8790283203125
raw,2025-09-30,16,2025-09-30 16:00:00,,,,,,,,,,,11.0,,,239.9128875732422
raw,2025-09-30,17,2025-09-30 17:00:00,,,,,,,,,,,11.0,,,54.42424011230469
raw,2025-09-30,18,2025-09-30 18:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,19,2025-09-30 19:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,20,2025-09-30 20:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,21,2025-09-30 21:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,22,2025-09-30 22:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,23,2025-09-30 23:00:00,,,,,,,,,,,11.0,,,0.0
raw,2025-09-30,0,2025-09-30 00:00:00,,,,,,,,,,,12.0,,,0.0
raw,2025-09-30,1,2025-09-30 01:00:00,,,,,,,,,,,12.0,,,0.0
raw,2025-09-30,2,2025-09-30 02:00:00,,,,,,,,,,,12.0,,,0.0
raw,2025-09-30,3,2025-09-30 03:00:00,,,,,,,,,,,12.0,,,0.0
raw,2025-09-30,4,2025-09-30 04:00:00,,,,,,,,,,,12.0,,,0.0
