component,truth_path,pv_truth_source,uses_old_invalid_ntust_solar_kwh,uses_LOAD_QN,uses_random_load_error,row_count,pv_max_kw,pv_mean_kw
load-bias robustness replay/KPI truth,new_pipeline\data\output\experiments\cwa_ghi_pv_truth_rebuild\full_year_replay_truth_package_CWA_GHI_PV.parquet,CWA_GHI_PV_REBUILT,False,False,False,8760,2298.8777777777777,328.3743691503279
