case,event_month_id,event_peak_timestamp,timestamp,relative_hour,demand_kw,grid_import_kw,soc_before_kwh,soc_after_kwh,p_ch_kw,p_dis_kw,D_guard_kw,z_shield_max_kw,risk0
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,10,2025-10-02 15:00:00,2025-10-02 20:00:00,5,2813.195502,2796.417,2336.968263157895,1544.7756315789475,0.0,752.5830000000001,4540.612297777778,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,10,2025-10-02 15:00:00,2025-10-02 21:00:00,6,2483.2275019999997,2468.417,1544.7756315789475,752.5830000000001,0.0,752.5830000000001,4540.612297777778,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 10:00:00,-6,2222.5352365456815,2209.2795591905383,2497.8852631578948,3054.6376221666837,586.0551147460938,0.0,3731.6845455484586,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 11:00:00,-5,1514.1507199999999,1505.12,3054.6376221666837,3054.6376221666837,0.0,0.0,3731.6845455484586,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 12:00:00,-4,1544.7957155555555,1535.582222222222,3054.6376221666837,3054.6376221666837,0.0,0.0,3731.6845455484586,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 13:00:00,-3,2506.1152401790364,2491.1682307942706,3054.6376221666837,3858.712774754574,846.3948974609375,0.0,3731.6845455484586,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 14:00:00,-2,1988.6518577777779,1976.7911111111111,3858.712774754574,3858.712774754574,0.0,0.0,3731.6845455484586,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 15:00:00,-1,3660.205808888889,3638.3755555555554,3858.712774754574,5293.915774754574,1510.74,0.0,3731.6845455484586,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 16:00:00,0,3743.9972003795774,3721.667197196399,5293.915774754574,6671.722341124339,1450.3227014418583,0.0,3731.6845455484586,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 17:00:00,1,2256.458,2243.0,6671.722341124339,6671.722341124339,0.0,0.0,3743.9972003795774,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 18:00:00,2,2222.254,2209.0,6671.722341124339,6671.722341124339,0.0,0.0,3743.9972003795774,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 19:00:00,3,2215.212,2202.0,6671.722341124339,6671.722341124339,0.0,0.0,3743.9972003795774,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 20:00:00,4,2210.182,2197.0,6671.722341124339,6671.722341124339,0.0,0.0,3743.9972003795774,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 21:00:00,5,2183.02,2170.0,6671.722341124339,6671.722341124339,0.0,0.0,3743.9972003795774,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,11,2024-11-10 16:00:00,2024-11-10 22:00:00,6,2119.642,2107.0,6671.722341124339,6671.722341124339,0.0,0.0,3743.9972003795774,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 10:00:00,-6,1936.79144,1925.24,2215.590992866516,3650.793992866516,1510.74,0.0,3306.45,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 11:00:00,-5,1913.2286844444443,1901.8177777777776,3650.793992866516,5085.996992866516,1510.74,0.0,3306.45,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 12:00:00,-4,546.2199955555556,542.9622222222222,5085.996992866516,5085.996992866516,0.0,0.0,3306.45,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 13:00:00,-3,762.6441288888888,758.0955555555554,5085.996992866516,5085.996992866516,0.0,0.0,3306.45,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 14:00:00,-2,1250.722945582425,1243.2633653900843,5085.996992866516,5085.996992866516,0.0,0.0,3306.45,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 15:00:00,-1,1760.005571322391,1749.508520201184,5085.996992866516,5085.996992866516,0.0,0.0,3306.45,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 16:00:00,0,3470.276348083496,3449.578874834489,5085.996992866516,6330.0969239592805,1309.578874834489,0.0,3306.45,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 17:00:00,1,2078.396,2066.0,6330.0969239592805,6330.0969239592805,0.0,0.0,3470.276348083496,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 18:00:00,2,2040.1680000000001,2028.0,6330.0969239592805,6330.0969239592805,0.0,0.0,3470.276348083496,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 19:00:00,3,1978.802,1967.0,6330.0969239592805,6330.0969239592805,0.0,0.0,3470.276348083496,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 20:00:00,4,2386.70860683891,2372.4737642533896,6330.0969239592805,6773.247,466.4737642533895,0.0,3470.276348083496,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 21:00:00,5,1928.502,1917.0,6773.247,6773.247,0.0,0.0,3470.276348083496,0.0,False
CCOR_V2_PROB_SHIELD_m150_PVFOCUS_LOWPV_SAFE_K5,12,2024-12-01 16:00:00,2024-12-01 22:00:00,6,1865.124,1854.0,6773.247,6773.247,0.0,0.0,3470.276348083496,0.0,False
