mode,bridge_type,min_weight,max_weight,weight_sum_min,weight_sum_max,effective_scenarios_mean
DA,PV_KM,0.01,0.814,0.9999999999999999,1.0000000000000002,3.760455579299356
DA,PV_TKM,0.006,0.766,0.9999999999999999,1.0,3.718934455014742
DA,PV_TKM_SAFE,0.008,0.828,0.9999999999999999,1.0,3.8099139700296845
ID_H24,PV_KM,0.0,1.0,0.9999999999999999,1.0000000000000002,3.248124323076481
ID_H24,PV_TKM,0.0,1.0,0.9999999999999999,1.0000000000000002,3.180585894035982
ID_H24,PV_TKM_SAFE,0.0,1.0,0.9999999999999999,1.0000000000000002,3.276267047399433
