mode,load_profile_name,bridge_type,k,issue_time,scenario_id,raw_scenario_id,medoid_type,scenario_weight,daily_max_netload_kw,lowpv_shortfall_score_kwh,near_exceed_area_kwh,exceed_area_kwh,max_raw_netload_kw,max_reduced_netload_kw,effective_scenarios
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 19:00:00,2,499,dct_risk_tail,0.43,2355.14990234375,1029.3459873199463,0.0,0.0,2355.14990234375,2355.14990234375,2.4997500249975007
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 19:00:00,3,495,typical,0.458,2355.14990234375,807.269416809082,0.0,0.0,2355.14990234375,2355.14990234375,2.4997500249975007
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 19:00:00,4,494,typical,0.016,2355.14990234375,288.41776275634766,0.0,0.0,2355.14990234375,2355.14990234375,2.4997500249975007
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 20:00:00,0,0,high_netload_tail,0.04,2355.14990234375,289.1138610839844,0.0,0.0,2355.14990234375,2355.14990234375,3.6270783158749964
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 20:00:00,1,262,low_pv_shortfall_tail,0.198,2355.14990234375,1558.7779808044434,0.0,0.0,2355.14990234375,2355.14990234375,3.6270783158749964
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 20:00:00,2,499,dct_risk_tail,0.34,2355.14990234375,472.9731216430664,0.0,0.0,2355.14990234375,2355.14990234375,3.6270783158749964
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 20:00:00,3,495,typical,0.334,2355.14990234375,573.639533996582,0.0,0.0,2355.14990234375,2355.14990234375,3.6270783158749964
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 20:00:00,4,494,typical,0.088,2355.14990234375,1015.6569747924805,0.0,0.0,2355.14990234375,2355.14990234375,3.6270783158749964
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 21:00:00,0,0,high_netload_tail,0.054,2355.14990234375,692.2034149169922,0.0,0.0,2355.14990234375,2355.14990234375,2.417280655953279
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 21:00:00,1,196,low_pv_shortfall_tail,0.084,2355.14990234375,1839.4177856445312,0.0,0.0,2355.14990234375,2355.14990234375,2.417280655953279
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 21:00:00,2,499,dct_risk_tail,0.604,2355.14990234375,640.973503112793,0.0,0.0,2355.14990234375,2355.14990234375,2.417280655953279
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 21:00:00,3,495,typical,0.182,2355.14990234375,146.5749969482422,0.0,0.0,2355.14990234375,2355.14990234375,2.417280655953279
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 21:00:00,4,494,typical,0.076,2355.14990234375,543.0172500610352,0.0,0.0,2355.14990234375,2355.14990234375,2.417280655953279
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 22:00:00,0,0,high_netload_tail,0.266,2355.14990234375,1259.8236236572266,0.0,0.0,2355.14990234375,2355.14990234375,4.1576584067852975
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 22:00:00,1,155,low_pv_shortfall_tail,0.064,2355.14990234375,1520.150260925293,0.0,0.0,2355.14990234375,2355.14990234375,4.1576584067852975
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 22:00:00,2,499,dct_risk_tail,0.278,2355.14990234375,140.7027587890625,0.0,0.0,2355.14990234375,2355.14990234375,4.1576584067852975
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 22:00:00,3,495,typical,0.272,2355.14990234375,801.357232093811,0.0,0.0,2355.14990234375,2355.14990234375,4.1576584067852975
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 22:00:00,4,494,typical,0.12,2355.14990234375,590.4583129882812,0.0,0.0,2355.14990234375,2355.14990234375,4.1576584067852975
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 23:00:00,0,0,high_netload_tail,0.198,2355.14990234375,957.0836734771729,0.0,0.0,2355.14990234375,2355.14990234375,4.566710507087535
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 23:00:00,1,64,low_pv_shortfall_tail,0.202,2355.14990234375,1713.5143184661865,0.0,0.0,2355.14990234375,2355.14990234375,4.566710507087535
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 23:00:00,2,499,dct_risk_tail,0.108,2355.14990234375,758.5322952270508,0.0,0.0,2355.14990234375,2355.14990234375,4.566710507087535
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 23:00:00,3,495,typical,0.302,2355.14990234375,646.237663269043,0.0,0.0,2355.14990234375,2355.14990234375,4.566710507087535
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-09 23:00:00,4,494,typical,0.19,2355.14990234375,584.8762149810791,0.0,0.0,2355.14990234375,2355.14990234375,4.566710507087535
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 00:00:00,0,0,high_netload_tail,0.152,2355.14990234375,436.0133590698242,0.0,0.0,2355.14990234375,2355.14990234375,2.7488839531150346
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 00:00:00,1,149,low_pv_shortfall_tail,0.086,2355.14990234375,1655.506103515625,0.0,0.0,2355.14990234375,2355.14990234375,2.7488839531150346
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 00:00:00,2,499,dct_risk_tail,0.548,2355.14990234375,565.8633098602295,0.0,0.0,2355.14990234375,2355.14990234375,2.7488839531150346
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 00:00:00,3,495,typical,0.178,2355.14990234375,394.11769104003906,0.0,0.0,2355.14990234375,2355.14990234375,2.7488839531150346
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 00:00:00,4,494,typical,0.036,2355.14990234375,569.6066188812256,0.0,0.0,2355.14990234375,2355.14990234375,2.7488839531150346
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 01:00:00,0,0,high_netload_tail,0.4,2355.14990234375,398.21302032470703,0.0,0.0,2355.14990234375,2355.14990234375,3.8099302020786974
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 01:00:00,1,243,low_pv_shortfall_tail,0.14,2355.14990234375,1429.8410720825195,0.0,0.0,2355.14990234375,2355.14990234375,3.8099302020786974
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 01:00:00,2,499,dct_risk_tail,0.164,2355.14990234375,990.5141448974609,0.0,0.0,2355.14990234375,2355.14990234375,3.8099302020786974
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 01:00:00,3,495,typical,0.07,2355.14990234375,386.6884994506836,0.0,0.0,2355.14990234375,2355.14990234375,3.8099302020786974
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 01:00:00,4,494,typical,0.226,2355.14990234375,387.5148391723633,0.0,0.0,2355.14990234375,2355.14990234375,3.8099302020786974
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 02:00:00,0,0,high_netload_tail,0.252,2355.14990234375,78.80043411254883,0.0,0.0,2355.14990234375,2355.14990234375,4.6835775038405325
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 02:00:00,1,437,low_pv_shortfall_tail,0.252,2355.14990234375,1644.4370346069336,0.0,0.0,2355.14990234375,2355.14990234375,4.6835775038405325
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 02:00:00,2,499,dct_risk_tail,0.152,2355.14990234375,158.67410278320312,0.0,0.0,2355.14990234375,2355.14990234375,4.6835775038405325
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 02:00:00,3,495,typical,0.218,2355.14990234375,660.056999206543,0.0,0.0,2355.14990234375,2355.14990234375,4.6835775038405325
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 02:00:00,4,494,typical,0.126,2355.14990234375,416.4407386779785,0.0,0.0,2355.14990234375,2355.14990234375,4.6835775038405325
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 03:00:00,0,0,high_netload_tail,0.186,2355.14990234375,721.9566879272461,0.0,0.0,2355.14990234375,2355.14990234375,3.0426210354647907
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 03:00:00,1,364,low_pv_shortfall_tail,0.024,2355.14990234375,1689.3437194824219,0.0,0.0,2355.14990234375,2355.14990234375,3.0426210354647907
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 03:00:00,2,499,dct_risk_tail,0.44,2355.14990234375,1029.4672546386719,0.0,0.0,2355.14990234375,2355.14990234375,3.0426210354647907
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 03:00:00,3,495,typical,0.036,2355.14990234375,617.9217987060547,0.0,0.0,2355.14990234375,2355.14990234375,3.0426210354647907
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 03:00:00,4,494,typical,0.314,2355.14990234375,254.0274429321289,0.0,0.0,2355.14990234375,2355.14990234375,3.0426210354647907
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 04:00:00,0,0,high_netload_tail,0.084,2355.14990234375,402.1516742706299,0.0,0.0,2355.14990234375,2355.14990234375,3.1709791983764584
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 04:00:00,1,15,low_pv_shortfall_tail,0.108,2355.14990234375,1457.7943897247314,0.0,0.0,2355.14990234375,2355.14990234375,3.1709791983764584
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 04:00:00,2,499,dct_risk_tail,0.376,2355.14990234375,446.81262969970703,0.0,0.0,2355.14990234375,2355.14990234375,3.1709791983764584
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 04:00:00,3,495,typical,0.04,2355.14990234375,1016.116569519043,0.0,0.0,2355.14990234375,2355.14990234375,3.1709791983764584
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 04:00:00,4,494,typical,0.392,2355.14990234375,387.2204360961914,0.0,0.0,2355.14990234375,2355.14990234375,3.1709791983764584
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 05:00:00,0,0,high_netload_tail,0.054,2355.14990234375,892.6154985427856,0.0,0.0,2355.14990234375,2355.14990234375,3.160636172848871
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 05:00:00,1,321,low_pv_shortfall_tail,0.044,2355.14990234375,1375.0987396240234,0.0,0.0,2355.14990234375,2355.14990234375,3.160636172848871
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 05:00:00,2,499,dct_risk_tail,0.16,2355.14990234375,289.68583488464355,0.0,0.0,2355.14990234375,2355.14990234375,3.160636172848871
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 05:00:00,3,495,typical,0.298,2355.14990234375,915.8423309326172,0.0,0.0,2355.14990234375,2355.14990234375,3.160636172848871
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 05:00:00,4,494,typical,0.444,2355.14990234375,352.5106267929077,0.0,0.0,2355.14990234375,2355.14990234375,3.160636172848871
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 06:00:00,0,0,high_netload_tail,0.166,2355.14990234375,555.8109312057495,0.0,0.0,2355.14990234375,2355.14990234375,4.15365189074234
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 06:00:00,1,26,low_pv_shortfall_tail,0.214,2355.14990234375,1753.4867782592773,0.0,0.0,2355.14990234375,2355.14990234375,4.15365189074234
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 06:00:00,2,499,dct_risk_tail,0.25,2355.14990234375,341.36595153808594,0.0,0.0,2355.14990234375,2355.14990234375,4.15365189074234
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 06:00:00,3,495,typical,0.05,2355.14990234375,810.2157936096191,0.0,0.0,2355.14990234375,2355.14990234375,4.15365189074234
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 06:00:00,4,494,typical,0.32,2355.14990234375,1232.0795669555664,0.0,0.0,2355.14990234375,2355.14990234375,4.15365189074234
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 07:00:00,0,0,high_netload_tail,0.34,2355.14990234375,689.1065216064453,0.0,0.0,2355.14990234375,2355.14990234375,3.779060978927956
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 07:00:00,1,116,low_pv_shortfall_tail,0.042,2355.14990234375,1834.9666843414307,0.0,0.0,2355.14990234375,2355.14990234375,3.779060978927956
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 07:00:00,2,499,dct_risk_tail,0.092,2355.14990234375,603.1120834350586,0.0,0.0,2355.14990234375,2355.14990234375,3.779060978927956
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 07:00:00,3,495,typical,0.278,2355.14990234375,68.9627685546875,0.0,0.0,2355.14990234375,2355.14990234375,3.779060978927956
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 07:00:00,4,494,typical,0.248,2355.14990234375,803.6332702636719,0.0,0.0,2355.14990234375,2355.14990234375,3.779060978927956
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 08:00:00,0,27,high_netload_tail,0.324,2391.060791015625,952.5548839569092,0.0,0.0,2391.060791015625,2391.060791015625,3.6131344664123017
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 08:00:00,1,75,low_pv_shortfall_tail,0.276,2355.14990234375,1889.4776210784912,0.0,0.0,2391.060791015625,2391.060791015625,3.6131344664123017
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 08:00:00,2,469,dct_risk_tail,0.016,2391.060791015625,1499.8377933502197,0.0,0.0,2391.060791015625,2391.060791015625,3.6131344664123017
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 08:00:00,3,487,typical,0.088,2355.14990234375,910.5555324554443,0.0,0.0,2391.060791015625,2391.060791015625,3.6131344664123017
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 08:00:00,4,488,typical,0.296,2355.14990234375,796.0216884613037,0.0,0.0,2391.060791015625,2391.060791015625,3.6131344664123017
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 09:00:00,0,18,high_netload_tail,0.018,2556.611083984375,2033.2274265289307,0.0,0.0,2556.611083984375,2556.611083984375,3.812137846904544
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 09:00:00,1,251,low_pv_shortfall_tail,0.184,2479.00830078125,2217.654182434082,0.0,0.0,2556.611083984375,2556.611083984375,3.812137846904544
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 09:00:00,2,489,dct_risk_tail,0.282,2556.611083984375,712.1044273376465,0.0,0.0,2556.611083984375,2556.611083984375,3.812137846904544
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 09:00:00,3,66,typical,0.17,2355.14990234375,831.1744232177734,0.0,0.0,2556.611083984375,2556.611083984375,3.812137846904544
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 09:00:00,4,229,typical,0.346,2475.056884765625,1525.4632568359375,0.0,0.0,2556.611083984375,2556.611083984375,3.812137846904544
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 10:00:00,0,27,high_netload_tail,0.272,2718.448486328125,751.4404048919678,0.0,0.0,2718.448486328125,2718.448486328125,2.993725152081238
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 10:00:00,1,128,low_pv_shortfall_tail,0.018,2718.448486328125,1565.1023998260498,0.0,0.0,2718.448486328125,2718.448486328125,2.993725152081238
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 10:00:00,2,468,dct_risk_tail,0.058,2718.448486328125,1415.4405670166016,0.0,0.0,2718.448486328125,2718.448486328125,2.993725152081238
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 10:00:00,3,50,typical,0.474,2355.14990234375,598.5230388641357,0.0,0.0,2718.448486328125,2718.448486328125,2.993725152081238
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 10:00:00,4,283,typical,0.178,2588.1025390625,1124.1971740722656,0.0,0.0,2718.448486328125,2718.448486328125,2.993725152081238
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 11:00:00,0,2,high_netload_tail,0.084,2878.405029296875,839.8039684295654,0.0,0.0,2878.405029296875,2878.405029296875,3.7425149700598803
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 11:00:00,1,451,low_pv_shortfall_tail,0.062,2878.405029296875,2196.053268432617,0.0,0.0,2878.405029296875,2878.405029296875,3.7425149700598803
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 11:00:00,2,18,dct_risk_tail,0.246,2878.405029296875,1248.7099609375,0.0,0.0,2878.405029296875,2878.405029296875,3.7425149700598803
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 11:00:00,3,470,typical,0.378,2355.14990234375,760.8833446502686,0.0,0.0,2878.405029296875,2878.405029296875,3.7425149700598803
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 11:00:00,4,30,typical,0.23,2718.448486328125,1000.2693786621094,0.0,0.0,2878.405029296875,2878.405029296875,3.7425149700598803
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 12:00:00,0,49,high_netload_tail,0.002,3128.547119140625,1166.0227813720703,58.147119140625364,0.0,3128.547119140625,3128.547119140625,1.6645138953619982
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 12:00:00,1,78,low_pv_shortfall_tail,0.028,3128.547119140625,1571.6397705078125,58.147119140625364,0.0,3128.547119140625,3128.547119140625,1.6645138953619982
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 12:00:00,2,89,dct_risk_tail,0.022,3128.547119140625,1029.5474090576172,58.147119140625364,0.0,3128.547119140625,3128.547119140625,1.6645138953619982
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 12:00:00,3,399,typical,0.748,2615.3642578125,513.6553001403809,0.0,0.0,3128.547119140625,3128.547119140625,1.6645138953619982
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 12:00:00,4,419,typical,0.2,2975.28662109375,1054.7684364318848,0.0,0.0,3128.547119140625,3128.547119140625,1.6645138953619982
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 13:00:00,0,26,high_netload_tail,0.04,3222.016845703125,1415.0917129516602,151.61684570312536,0.0,3222.016845703125,3222.016845703125,2.4933676420720885
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 13:00:00,1,152,low_pv_shortfall_tail,0.058,3199.155517578125,1870.5887718200684,128.75551757812536,0.0,3222.016845703125,3222.016845703125,2.4933676420720885
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 13:00:00,2,283,dct_risk_tail,0.024,3222.016845703125,1409.164047241211,212.45585937500073,0.0,3222.016845703125,3222.016845703125,2.4933676420720885
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 13:00:00,3,87,typical,0.368,2714.896484375,494.17931365966797,0.0,0.0,3222.016845703125,3222.016845703125,2.4933676420720885
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 13:00:00,4,498,typical,0.51,3131.239013671875,1047.8590068817139,60.839013671875364,0.0,3222.016845703125,3222.016845703125,2.4933676420720885
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 14:00:00,0,473,high_netload_tail,0.168,3286.634033203125,643.8114624023438,216.23403320312536,54.634033203125,3286.634033203125,3286.634033203125,3.0694430802475203
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 14:00:00,1,224,low_pv_shortfall_tail,0.108,3223.3642578125,1850.9113159179688,215.26909179687573,0.0,3286.634033203125,3286.634033203125,3.0694430802475203
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 14:00:00,2,47,dct_risk_tail,0.172,3286.634033203125,917.2476348876953,295.4482910156257,54.634033203125,3286.634033203125,3286.634033203125,3.0694430802475203
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 14:00:00,3,44,typical,0.504,2844.497802734375,612.1412200927734,0.0,0.0,3286.634033203125,3286.634033203125,3.0694430802475203
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 14:00:00,4,57,typical,0.048,3223.3642578125,1225.4571018218994,198.54863281250073,0.0,3286.634033203125,3286.634033203125,3.0694430802475203
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 15:00:00,0,30,high_netload_tail,0.488,3302.25537109375,719.1846771240234,271.3257324218757,70.25537109375,3302.25537109375,3302.25537109375,2.8387800059046624
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 15:00:00,1,46,low_pv_shortfall_tail,0.1,3270.388427734375,1993.7207870483398,403.1232421875011,47.044921875,3302.25537109375,3302.25537109375,2.8387800059046624
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 15:00:00,2,278,dct_risk_tail,0.068,3290.367431640625,512.2516059875488,434.8687011718757,111.668701171875,3302.25537109375,3302.25537109375,2.8387800059046624
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 15:00:00,3,209,typical,0.314,3010.120849609375,547.2421588897705,0.0,0.0,3302.25537109375,3302.25537109375,2.8387800059046624
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 15:00:00,4,186,typical,0.03,3278.44091796875,1641.120777130127,471.0971191406261,46.44091796875,3302.25537109375,3302.25537109375,2.8387800059046624
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 16:00:00,0,231,high_netload_tail,0.184,3301.98291015625,906.1218585968018,253.94047851562573,69.98291015625,3301.98291015625,3301.98291015625,3.2218986004072483
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 16:00:00,1,141,low_pv_shortfall_tail,0.046,3287.702880859375,1752.2352676391602,541.4374511718761,63.965087890625,3301.98291015625,3301.98291015625,3.2218986004072483
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 16:00:00,2,490,dct_risk_tail,0.032,3301.98291015625,1290.3662719726562,605.4196289062511,125.685791015625,3301.98291015625,3301.98291015625,3.2218986004072483
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 16:00:00,3,282,typical,0.346,3146.18896484375,161.3443374633789,75.78896484375036,0.0,3301.98291015625,3301.98291015625,3.2218986004072483
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 16:00:00,4,34,typical,0.392,3269.196044921875,478.0720386505127,405.4889648437511,37.196044921875,3301.98291015625,3301.98291015625,3.2218986004072483
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 17:00:00,0,291,high_netload_tail,0.106,3301.91259765625,451.01097106933594,478.4926269531261,88.712646484375,3301.91259765625,3301.91259765625,2.2437623406928733
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 17:00:00,1,429,low_pv_shortfall_tail,0.05,3281.430908203125,2046.0825576782227,745.9318847656268,68.23095703125,3301.91259765625,3301.91259765625,2.2437623406928733
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 17:00:00,2,196,dct_risk_tail,0.042,3301.91259765625,1228.891212463379,829.2058105468768,88.712646484375,3301.91259765625,3301.91259765625,2.2437623406928733
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 17:00:00,3,496,typical,0.634,3250.800048828125,443.84215545654297,299.8901855468757,18.800048828125,3301.91259765625,3301.91259765625,2.2437623406928733
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 17:00:00,4,494,typical,0.168,3268.465576171875,1019.5150527954102,684.8135742187515,57.183837890625,3301.91259765625,3301.91259765625,2.2437623406928733
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 18:00:00,0,401,high_netload_tail,0.276,3300.104736328125,1020.1285743713379,738.9152832031268,90.073974609375,3300.104736328125,3300.104736328125,4.085634907664651
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 18:00:00,1,227,low_pv_shortfall_tail,0.102,3250.800048828125,1582.3503799438477,528.1638183593768,18.800048828125,3300.104736328125,3300.104736328125,4.085634907664651
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 18:00:00,2,404,dct_risk_tail,0.068,3300.104736328125,1148.6698455810547,1000.5880371093772,144.7978515625,3300.104736328125,3300.104736328125,4.085634907664651
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 18:00:00,3,496,typical,0.27,3250.800048828125,841.8698577880859,393.36337890625146,18.800048828125,3300.104736328125,3300.104736328125,4.085634907664651
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 18:00:00,4,139,typical,0.284,3279.407958984375,1383.7061614990234,549.8581054687511,66.2080078125,3300.104736328125,3300.104736328125,4.085634907664651
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 19:00:00,0,341,high_netload_tail,0.068,3298.734375,1098.7165851593018,722.1477050781268,85.534423828125,3298.734375,3298.734375,1.5269413532365046
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 19:00:00,1,404,low_pv_shortfall_tail,0.032,3250.800048828125,1619.2083206176758,758.0276367187525,18.800048828125,3298.734375,3298.734375,1.5269413532365046
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 19:00:00,2,100,dct_risk_tail,0.074,3298.734375,742.6051025390625,955.0497070312522,147.135498046875,3298.734375,3298.734375,1.5269413532365046
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 19:00:00,3,124,typical,0.024,3250.800048828125,1278.508638381958,776.4119140625025,21.047607421875,3298.734375,3298.734375,1.5269413532365046
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 19:00:00,4,127,typical,0.802,3264.1650390625,739.0458450317383,645.1179199218768,50.965087890625,3298.734375,3298.734375,1.5269413532365046
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 20:00:00,0,320,high_netload_tail,0.058,3299.667724609375,959.8761215209961,619.5571289062518,86.4677734375,3299.667724609375,3299.667724609375,2.4283161084777376
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 20:00:00,1,86,low_pv_shortfall_tail,0.15,3250.800048828125,1392.7074337005615,770.5107910156275,18.800048828125,3299.667724609375,3299.667724609375,2.4283161084777376
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-11-10 20:00:00,2,414,dct_risk_tail,0.028,3299.667724609375,913.6724243164062,986.4068847656272,157.706787109375,3299.667724609375,3299.667724609375,2.4283161084777376
