mode,load_profile_name,bridge_type,k,issue_time,scenario_id,raw_scenario_id,medoid_type,scenario_weight,daily_max_netload_kw,lowpv_shortfall_score_kwh,near_exceed_area_kwh,exceed_area_kwh,max_raw_netload_kw,max_reduced_netload_kw,effective_scenarios
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 10:00:00,0,59,high_netload_tail,0.062,3114.817626953125,220.1942367553711,44.417626953125364,0.0,3114.817626953125,3114.817626953125,1.7205781142463867
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 10:00:00,1,231,low_pv_shortfall_tail,0.026,3114.817626953125,441.25113821029663,44.417626953125364,0.0,3114.817626953125,3114.817626953125,1.7205781142463867
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 10:00:00,2,61,dct_risk_tail,0.058,3114.817626953125,220.1942367553711,44.417626953125364,0.0,3114.817626953125,3114.817626953125,1.7205781142463867
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 10:00:00,3,128,typical,0.104,2778.056884765625,57.760833740234375,0.0,0.0,3114.817626953125,3114.817626953125,1.7205781142463867
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 10:00:00,4,446,typical,0.75,3066.248779296875,320.64294052124023,0.0,0.0,3114.817626953125,3114.817626953125,1.7205781142463867
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 11:00:00,0,1,high_netload_tail,0.098,3308.129638671875,319.64186096191406,237.72963867187536,76.129638671875,3308.129638671875,3308.129638671875,2.5428211074494484
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 11:00:00,1,119,low_pv_shortfall_tail,0.01,3308.129638671875,520.531623840332,284.2549316406257,76.129638671875,3308.129638671875,3308.129638671875,2.5428211074494484
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 11:00:00,2,189,dct_risk_tail,0.048,3308.129638671875,401.67103385925293,284.2549316406257,76.129638671875,3308.129638671875,3308.129638671875,2.5428211074494484
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 11:00:00,3,396,typical,0.534,2920.842529296875,119.35843563079834,0.0,0.0,3308.129638671875,3308.129638671875,2.5428211074494484
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 11:00:00,4,337,typical,0.31,3244.26513671875,183.05770111083984,173.86513671875036,12.26513671875,3308.129638671875,3308.129638671875,2.5428211074494484
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 12:00:00,0,228,high_netload_tail,0.288,3631.1875,465.7046203613281,700.5015136718757,399.1875,3631.1875,3631.1875,2.481488098783078
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 12:00:00,1,406,low_pv_shortfall_tail,0.008,3627.9453125,900.8832592964172,748.4989746093761,395.9453125,3631.1875,3631.1875,2.481488098783078
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 12:00:00,2,46,dct_risk_tail,0.024,3631.1875,644.1643905639648,797.4707519531257,474.270751953125,3631.1875,3631.1875,2.481488098783078
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 12:00:00,3,39,typical,0.55,3107.1357421875,163.0886688232422,36.735742187500364,0.0,3631.1875,3631.1875,2.481488098783078
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 12:00:00,4,255,typical,0.13,3593.527099609375,747.7240896224976,625.9149902343761,361.527099609375,3631.1875,3631.1875,2.481488098783078
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 13:00:00,0,19,high_netload_tail,0.328,3637.066162109375,527.7967948913574,603.5671875000007,405.066162109375,3637.066162109375,3637.066162109375,3.4209085933223866
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 13:00:00,1,343,low_pv_shortfall_tail,0.052,3630.865478515625,865.7697429656982,1310.547558593751,825.74755859375,3637.066162109375,3637.066162109375,3.4209085933223866
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 13:00:00,2,463,dct_risk_tail,0.176,3630.865478515625,716.7864074707031,1314.647656250001,829.84765625,3637.066162109375,3637.066162109375,3.4209085933223866
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 13:00:00,3,432,typical,0.384,3271.607421875,228.79639530181885,208.96733398437573,39.607421875,3637.066162109375,3637.066162109375,3.4209085933223866
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 13:00:00,4,443,typical,0.06,3626.08740234375,360.53116607666016,583.8733398437507,394.08740234375,3637.066162109375,3637.066162109375,3.4209085933223866
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-10-31 14:00:00,0,486,high_netload_tail,0.284,3648.256103515625,455.1182222366333,1141.537060546876,805.38525390625,3648.256103515625,3648.256103515625,3.1400723472668814
