mode,profile,bridge_type,k,issues,path,elapsed_sec
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,8776,C:\Users\Harry\Downloads\Harry-PV\Harry-PV\Harry-PV\new_pipeline\data\output\experiments\pv_focused_structured_load_bias_bridge\id_h24_pvfocus_structured_high_tkm_lowpv_safe_K5_scenarios.parquet,267.0357322692871
