mode,profile,rows,path,elapsed_sec
DA,base,4380000,C:\Users\Harry\Downloads\Harry-PV\Harry-PV\Harry-PV\new_pipeline\data\output\experiments\pv_focused_structured_load_bias_bridge\da_pvfocus_base_raw_netload_M500.parquet,15.17493462562561
DA,structured_low,4380000,C:\Users\Harry\Downloads\Harry-PV\Harry-PV\Harry-PV\new_pipeline\data\output\experiments\pv_focused_structured_load_bias_bridge\da_pvfocus_structured_low_raw_netload_M500.parquet,15.198600769042969
DA,structured_high,4380000,C:\Users\Harry\Downloads\Harry-PV\Harry-PV\Harry-PV\new_pipeline\data\output\experiments\pv_focused_structured_load_bias_bridge\da_pvfocus_structured_high_raw_netload_M500.parquet,15.257495641708374
