mode,M,issue_count,rows,path,elapsed_sec
DA,500,365,4380000,C:\Users\Harry\Downloads\Harry-PV\Harry-PV\Harry-PV\new_pipeline\data\output\experiments\pv_focused_structured_load_bias_bridge\da_pv_raw_scenarios_M500.parquet,116.115807056427
