window_start,window_end,baseline_max_grid_kw,improved_max_grid_kw,grid_peak_reduction_kw,baseline_mtd_peak_increment_kw,improved_mtd_peak_increment_kw,avoided_locked_peak_increment_kw,executed_dispatch_separation_kwh,soc_difference_before_baseline_peak_pct,local_tou_cost_difference_ntd,baseline_peak_time,improved_peak_time
2025-07-05,2025-07-06 23:00:00,4170.751146942086,3212.72365805169,958.027488890396,762.2708271570714,0.0,762.2708271570714,8668.004710683268,-37.010106535838474,-10137.905808287149,2025-07-06 16:00:00,2025-07-06 20:00:00
2025-05-06,2025-05-07 23:00:00,5037.194381587219,4447.908798421225,589.2855831659945,1452.3572958628447,746.2440023228633,706.1132935399814,16013.69778249838,-6.912572722842619,5558.778836178186,2025-05-06 12:00:00,2025-05-07 13:00:00
2024-11-04,2024-11-05 23:00:00,4473.570313133046,3355.057777777781,1118.5125353552644,657.3880987390808,3.637978807091713e-12,657.3880987390771,21194.882899465112,-46.71475623631708,17110.568572612887,2024-11-05 13:00:00,2024-11-05 02:00:00
2024-11-03,2024-11-04 23:00:00,4443.12,3355.0577777777776,1088.0622222222223,626.755083727237,0.0,626.755083727237,13750.229617890152,-29.557850749528875,7750.327284733066,2024-11-04 13:00:00,2024-11-03 17:00:00
2025-07-06,2025-07-07 23:00:00,4170.751146942086,3446.905979388222,723.845167553864,762.2708271570714,235.58741526455105,526.6834118925203,15083.347705263164,-37.010106535838474,4169.301683791622,2025-07-06 16:00:00,2025-07-07 15:00:00
