timestamp,day_index,month_id,calendar_day,hour,hour_local,case_id,mode,probabilistic,m_cal,milp_status,solve_time_sec,objective_total,objective_tou,objective_oc,objective_deg,objective_trec,objective_shield,z_shield_expected,scenario_count,scenario_weight_sum,forecast_load_first,forecast_pv_first,forecast_netload_first,max_stress_netload_H24,p_ch_exec,p_dis_exec,pv_realized,load_realized,p_grid_realized,grid_load_realized,grid_ch_realized,pv_to_load_realized,pv_to_ch_realized,p_dis_g_realized,renewable_recognized_kwh,tou_ene_hour,E_soc,E_g,D_mth_running,D_guard,D_cert,MC_OC,lambda_shield,rho_shield,Y_TREC_min,Y_TREC_max,case_key,case_label,month_period,bess_net_kw,soc_pct,tou_price_ntd_kwh,mtd_peak_before,mtd_peak_after,new_mtd_peak_increment_kw
2025-07-05 00:00:00,247,7,2025-07-05,0,1,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.01527857780456543,106859.12027649581,118937.72828903835,0.0,0.0,-12078.608012542129,0.0,0.0,1,1.0,2278.0,0.0,2278.0,2596.0,0.0,0.0,0.0,2278.0,2278.0,2278.0,0.0,0.0,0.0,0.0,0.0,5763.339999999999,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1357229.4228442525,1357229.4228442525,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 01:00:00,247,7,2025-07-05,1,2,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.015526771545410156,112499.98505456094,120969.07382145197,0.0,0.0,-8469.08876689151,0.0,0.0,1,1.0,2203.0,0.0,2203.0,2596.0,0.0,0.0,0.0,2203.0,2203.0,2203.0,0.0,0.0,0.0,0.0,0.0,5573.589999999999,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1358342.63663381,1358342.63663381,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 02:00:00,247,7,2025-07-05,2,3,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.01531219482421875,113741.27044660412,121357.62783174709,0.0,0.0,-7616.357385142706,0.0,0.0,1,1.0,2102.0,0.0,2102.0,2596.0,0.0,0.0,0.0,2102.0,2102.0,2102.0,0.0,0.0,0.0,0.0,0.0,5318.0599999999995,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1358851.8518782482,1358851.8518782482,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 03:00:00,247,7,2025-07-05,3,4,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.015212535858154297,114073.72300436907,121458.44756048474,0.0,0.0,-7384.724556115456,0.0,0.0,1,1.0,2009.0,0.0,2009.0,2596.0,0.0,0.0,0.0,2009.0,2009.0,2009.0,0.0,0.0,0.0,0.0,0.0,5082.7699999999995,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1359210.5725670226,1359210.5725670226,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 04:00:00,247,7,2025-07-05,4,5,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.015057563781738281,114292.28488413896,121532.89739615913,0.0,0.0,-7240.612512019463,0.0,0.0,1,1.0,1946.0,0.0,1946.0,2596.0,0.0,0.0,0.0,1946.0,1946.0,1946.0,0.0,0.0,0.0,0.0,0.0,4923.379999999999,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1359536.1772784907,1359536.1772784907,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 05:00:00,247,7,2025-07-05,5,6,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.01515960693359375,114475.30003622547,121552.46630843838,0.0,0.0,-7077.166272212751,0.0,0.0,1,1.0,1895.0,0.0,1895.0,2596.0,0.0,0.0,35.826666666666675,1895.0,1859.1733333333334,1859.1733333333334,0.0,35.826666666666675,0.0,0.0,35.826666666666675,4703.708533333333,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1359858.547342164,1359858.547342164,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 06:00:00,247,7,2025-07-05,6,7,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.015356779098510742,114409.47897205222,121489.43521358562,0.0,0.0,-7079.9562415340915,0.0,0.0,1,1.0,1908.0,61.40542445217795,1846.5945755478222,2596.0,0.0,0.0,208.98888888888888,1908.0,1699.0111111111112,1699.0111111111112,0.0,208.98888888888888,0.0,0.0,208.98888888888888,4298.498111111111,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1360101.2870903304,1360101.2870903304,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 07:00:00,247,7,2025-07-05,7,8,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.015474796295166016,115808.28558093589,121957.43044529177,0.0,0.0,-6149.144864356145,0.0,0.0,1,1.0,2159.0,307.8126256179291,1851.1873743820709,2596.0,0.0,0.0,746.3888888888889,2159.0,1412.611111111111,1412.611111111111,0.0,746.3888888888889,0.0,0.0,746.3888888888889,3573.906111111111,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1360373.9828757786,1360373.9828757786,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 08:00:00,247,7,2025-07-05,8,9,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.01519465446472168,121935.11268534698,124128.39761800712,0.0,0.0,-2193.2849326608703,0.0,0.0,1,1.0,2524.0,600.5995390009934,1923.4004609990066,2596.0,0.0,0.0,1439.0377777777778,2524.0,1084.9622222222222,1084.9622222222222,0.0,1439.0377777777778,0.0,0.0,1439.0377777777778,2744.954422222222,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1360799.087380344,1360799.087380344,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.53,3433.5048266666668,3433.5048266666668,0.0
2025-07-05 09:00:00,247,7,2025-07-05,9,10,MPC_DET_REVISED_FULLSPEC,MPC,False,0.0,2,0.015418767929077148,121264.16708328202,123747.70226844761,0.0,0.0,-2483.5351851666346,0.0,0.0,1,1.0,2740.0,1158.81513098428,1581.18486901572,2596.0,0.0,0.0,847.8977777777778,2740.0,1892.1022222222223,1892.1022222222223,0.0,847.8977777777778,0.0,0.0,847.8977777777778,4919.465777777778,752.5830000000001,0.0,3433.5048266666668,3433.5048266666668,3433.5048266666668,447.2,1.0,447.2,1359672.7440631483,1359672.7440631483,mpc_det,Standard MPC with deterministic forecast,2025-07,0.0,10.0,2.6,3433.5048266666668,3433.5048266666668,0.0
