label,n,rmse_ghi,mae_ghi,mbe_ghi,r2_ghi
G1_LGBM_LG|H01-H03,12711,110.56746143957605,71.65385528308255,-0.48491264028150166,0.8521333013269435
G1_LGBM_LG|H04-H06,12711,133.2490934159933,90.61222471929239,-0.9729192769851626,0.7852445344775709
G1_LGBM_LG|H07-H12,25422,140.17405903944893,95.18820698083175,-0.763460132293426,0.7623427877381432
G1_LGBM_LG|H13-H24,50844,143.22408313517246,97.12796434229166,-1.0482284850674721,0.751887981968499
G2_LGBM_D24|Overall,101688,136.78277205146878,92.12860879570994,-0.7018759525162558,0.7737031537691297
G2_LGBM_D24|H01-H03,12711,109.68354614059236,70.65283624374372,-0.36521065442324796,0.8544880483378723
G2_LGBM_D24|H04-H06,12711,131.7425421816589,89.64980628779563,-1.5690509653168478,0.7900732516757725
G2_LGBM_D24|H07-H12,25422,139.47034243868922,94.57499120190934,-0.4432455984161168,0.764723021576099
G2_LGBM_D24|H13-H24,50844,142.64088061131045,96.89406135758034,-0.6985637008894287,0.7539044717467985
G3_LGBM_Pool|Overall,101688,139.20808079500875,94.68432207954366,-1.1161161602403007,0.7656070247473382
G3_LGBM_Pool|H01-H03,12711,121.82861699296929,81.6835784967256,1.5366162965809989,0.8204793848244231
G3_LGBM_Pool|H04-H06,12711,135.9436770567314,92.7555848010205,0.15840493037099407,0.7764710773024758
G3_LGBM_Pool|H07-H12,25422,140.78006012559817,95.94317407390137,-0.8749698048832185,0.7602834645676351
G3_LGBM_Pool|H13-H24,50844,143.239460485736,97.78726629770013,-2.2185027247769917,0.7518347016791342
W1_XGB_D24|Overall,101688,136.17852137196218,91.67885635336728,-1.1442065664946217,0.7756981124929936
W1_XGB_D24|H01-H03,12711,108.96867007662249,70.03738946609866,-0.03278882047812083,0.8563786513225284
W1_XGB_D24|H04-H06,12711,132.04678766829434,89.9188099633059,-2.117867744213258,0.7891025247669933
W1_XGB_D24|H07-H12,25422,138.4626068787416,93.77736118481792,-1.1309405407878805,0.7681107011020485
W1_XGB_D24|H13-H24,50844,142.040843831391,96.47998225697445,-1.1852787214224583,0.7559705804125825
W2_XGB_Pool|Overall,101688,138.43897047856817,93.86737019021135,-1.8417801131350993,0.7681898641420344
W2_XGB_Pool|H01-H03,12711,119.95675205017187,80.5296240788159,0.5039744163295063,0.8259535793690452
W2_XGB_Pool|H04-H06,12711,135.2794919286771,92.1160126205153,-0.845277038462588,0.7786499488741487
W2_XGB_Pool|H07-H12,25422,140.31469928628317,95.32011485232688,-1.7681910455894818,0.7618656532827557
W2_XGB_Pool|H13-H24,50844,142.5273617650479,96.91327377942648,-2.714139047942186,0.7542960195818923
W3_CB_D24|Overall,101688,137.050825958604,93.16643466297836,0.07432188547485306,0.7728153344844227
W3_CB_D24|H01-H03,12711,108.84127033611908,70.54707250105764,-0.02013254887052111,0.8567142822238574
W3_CB_D24|H04-H06,12711,132.85525391556342,91.21232395557811,-0.388088946925091,0.786512148226822
W3_CB_D24|H07-H12,25422,140.10399040873156,95.9335449082854,0.4393599491330702,0.7625803231790284
W3_CB_D24|H13-H24,50844,142.74823491836565,97.92624775765509,0.031019170332074505,0.7535338997666614
W4_CB_Pool|Overall,101688,139.60450466734505,95.6334428035167,-0.7312731487292545,0.7642701587639266
W4_CB_Pool|H01-H03,12711,121.44499453624232,81.98567871009142,2.3537388260953565,0.8216081789077943
W4_CB_Pool|H04-H06,12711,136.11384853908652,93.29616251664396,-0.7067106546835418,0.7759111092819725
W4_CB_Pool|H07-H12,25422,141.6049107135891,97.25323463557123,-0.16731332461090032,0.7574661679958035
W4_CB_Pool|H13-H24,50844,143.64502588749963,98.81980798256394,-1.7906466780060117,0.7504274114825096
W5_XGB_LG_Reg|Overall,101688,136.58334818285343,91.92703057334134,-1.4022631357359276,0.7743625364342399
W5_XGB_LG_Reg|H01-H03,12711,108.95738999693427,70.81829024150119,0.0011782824305474554,0.8564083842063969
W5_XGB_LG_Reg|H04-H06,12711,132.05478364669088,90.05412009696984,-1.7698459875614714,0.7890769825672503
W5_XGB_LG_Reg|H07-H12,25422,139.61842671562871,94.4272214618148,-1.2285388723314563,0.7642231401397047
W5_XGB_LG_Reg|H13-H24,50844,142.25267935147605,96.42234783115755,-1.7480899090233954,0.7552421611052155
W6_CB_LG_Reg|Overall,101688,136.89672595755778,93.02578848884619,-0.2513877128786172,0.7733259403095835
W6_CB_LG_Reg|H01-H03,12711,109.49583204900387,71.56837039858534,-0.3688922821668767,0.8549856848828796
W6_CB_LG_Reg|H04-H06,12711,133.26903701231532,91.51950971610597,-0.6055710485517843,0.7851802441064497
W6_CB_LG_Reg|H07-H12,25422,140.09809013454552,95.56288281686909,0.37140334347174647,0.762600319921293
