issue_time,raw_scenario_count,R1_representation_error,R3_representation_error,R1_minus_R3,better_method
2025-05-18 06:00:00,500,3.215494566376792,4.09946820015331,-0.8839736337765176,R1
2025-05-18 07:00:00,500,3.1937919028374053,3.4882402292870323,-0.29444832644962693,R1
2025-05-18 08:00:00,500,3.1489205728810625,3.416956089827888,-0.2680355169468256,R1
2025-05-18 09:00:00,500,3.285759686648462,3.6715644524467455,-0.38580476579828327,R1
2025-05-18 10:00:00,500,3.3216821503062945,3.584205452683351,-0.26252330237705657,R1
2025-05-18 11:00:00,500,3.2301875968522262,3.5697693758327493,-0.3395817789805231,R1
2025-05-18 12:00:00,500,3.2286375744492752,3.650800429226818,-0.4221628547775427,R1
2025-05-18 13:00:00,500,3.232495987905797,3.5723754103696246,-0.33987942246382774,R1
2025-05-18 14:00:00,500,3.2014185775476216,3.712355724728579,-0.5109371471809574,R1
2025-05-18 15:00:00,500,3.161754393614639,3.5803057809609347,-0.4185513873462958,R1
2025-05-18 16:00:00,500,3.185841163537234,3.5954503246829272,-0.40960916114569335,R1
2025-05-18 17:00:00,500,3.2519147518802023,3.761171342635898,-0.5092565907556956,R1
2025-05-18 18:00:00,500,3.210229206311786,3.4441767960743683,-0.23394758976258245,R1
2025-05-18 19:00:00,500,3.089405038645975,3.707720799089084,-0.6183157604431089,R1
2025-05-18 20:00:00,500,3.2829606205480166,3.6489513277323975,-0.36599070718438087,R1
2025-05-18 21:00:00,500,3.214712742018835,3.4985429947058466,-0.2838302526870118,R1
2025-05-18 22:00:00,500,3.228401867416905,3.489311783842993,-0.2609099164260882,R1
2025-05-18 23:00:00,500,3.1762895025500164,3.5414490763666464,-0.36515957381663,R1
2025-05-19 00:00:00,500,3.1164250568293284,3.747975500889663,-0.6315504440603346,R1
2025-05-19 01:00:00,500,3.174209190558722,3.5967587828258294,-0.4225495922671074,R1
2025-05-19 02:00:00,500,3.188687634780037,3.732102989834727,-0.5434153550546901,R1
2025-05-19 03:00:00,500,3.2346698677580155,3.5707300375125817,-0.3360601697545662,R1
2025-05-19 04:00:00,500,3.128988630550857,3.8197427231537486,-0.6907540926028917,R1
2025-05-19 05:00:00,500,3.141224507653876,3.78794867402837,-0.646724166374494,R1
2025-05-19 06:00:00,500,3.1586457054274484,3.5900657865701118,-0.4314200811426634,R1
2025-05-19 07:00:00,500,3.214722142331304,3.5648920188333406,-0.35016987650203646,R1
2025-05-19 08:00:00,500,3.32158654924822,3.398473983178781,-0.07688743393056097,R1
2025-05-19 09:00:00,500,3.2109468213019534,4.1193585758017885,-0.9084117544998351,R1
2025-05-19 10:00:00,500,3.1718274510266165,3.6272102654814473,-0.45538281445483086,R1
2025-05-19 11:00:00,500,3.321799231248061,3.617020714655344,-0.2952214834072828,R1
2025-05-19 12:00:00,500,3.148684830831757,3.5255856103877288,-0.3769007795559718,R1
2025-05-19 13:00:00,500,3.2495896087246594,3.762094907376673,-0.5125052986520138,R1
2025-05-19 14:00:00,500,3.2162061520998737,3.631434502748997,-0.41522835064912345,R1
2025-05-19 15:00:00,500,3.2109036859388733,3.807718919461152,-0.5968152335222787,R1
2025-05-19 16:00:00,500,3.1267071230011623,4.075610652618168,-0.9489035296170054,R1
2025-05-19 17:00:00,500,3.204910510262077,3.499528744883981,-0.29461823462190395,R1
2025-05-19 18:00:00,500,3.16174035158154,3.631075552218887,-0.46933520063734724,R1
2025-05-19 19:00:00,500,3.151311949795768,3.584167602504822,-0.4328556527090539,R1
2025-05-19 20:00:00,500,3.214659741128425,3.541526951150137,-0.32686721002171204,R1
2025-05-19 21:00:00,500,3.1919458751524243,3.511971026350471,-0.32002515119804675,R1
2025-05-19 22:00:00,500,3.050949594779124,3.626802485980271,-0.5758528912011474,R1
2025-05-19 23:00:00,500,3.1695874670948,3.856748873835852,-0.6871614067410521,R1
2025-05-20 00:00:00,500,3.20942181866141,3.5671173738437365,-0.35769555518232643,R1
2025-05-20 01:00:00,500,3.2541612129319177,3.811679296132616,-0.5575180832006983,R1
2025-05-20 02:00:00,500,3.185426743277854,3.566448350642033,-0.381021607364179,R1
2025-05-20 03:00:00,500,3.1499532064703533,3.463949860514744,-0.3139966540443906,R1
2025-05-20 04:00:00,500,3.0848042211927806,3.442198894558312,-0.35739467336553155,R1
2025-05-20 05:00:00,500,3.137834423387371,3.573999518557647,-0.436165095170276,R1
2025-05-20 06:00:00,500,3.100195732399833,4.095096919169734,-0.9949011867699009,R1
2025-05-20 07:00:00,500,3.197320910243662,4.237229322276182,-1.0399084120325197,R1
2025-05-20 08:00:00,500,3.28340540562688,3.699240962809486,-0.4158355571826058,R1
2025-05-20 09:00:00,500,3.2303402919864554,3.5830083469453613,-0.35266805495890585,R1
2025-05-20 10:00:00,500,3.181502180165131,3.671504593162375,-0.490002412997244,R1
2025-05-20 11:00:00,500,3.2899495764733477,3.6136056382213857,-0.32365606174803796,R1
2025-05-20 12:00:00,500,3.2939749452090004,3.67410507000095,-0.3801301247919495,R1
2025-05-20 13:00:00,500,3.236876966655072,3.464636546231852,-0.22775957957677972,R1
2025-05-20 14:00:00,500,3.260499792282209,3.722116419433009,-0.4616166271508,R1
2025-05-20 15:00:00,500,3.182372568375768,3.461500053968318,-0.27912748559254963,R1
2025-05-20 16:00:00,500,3.2270930640069477,3.7679714856357855,-0.5408784216288378,R1
2025-05-20 17:00:00,500,3.161280333165486,3.923197203179001,-0.7619168700135148,R1
2025-05-20 18:00:00,500,3.126383951065926,3.494121187822716,-0.3677372367567897,R1
2025-05-20 19:00:00,500,3.10049880942173,3.5928117817741736,-0.49231297235244353,R1
2025-05-20 20:00:00,500,3.2726111518564247,3.471925389142464,-0.19931423728603948,R1
2025-05-20 21:00:00,500,3.1103014923934813,3.690271518103319,-0.5799700257098377,R1
2025-05-20 22:00:00,500,3.150680660131684,3.8979486509945023,-0.7472679908628184,R1
2025-05-20 23:00:00,500,3.163450949517832,3.856863721499944,-0.6934127719821119,R1
2025-05-21 00:00:00,500,3.143920144659209,3.5214247029020624,-0.37750455824285334,R1
2025-05-21 01:00:00,500,3.1940119545568573,3.5785348057062283,-0.384522851149371,R1
2025-05-21 02:00:00,500,3.194315194336284,3.803836197089966,-0.6095210027536822,R1
2025-05-21 03:00:00,500,3.2653837393504617,3.5126814044808805,-0.24729766513041884,R1
2025-05-21 04:00:00,500,3.135869841261129,3.5727631206126085,-0.43689327935147926,R1
2025-05-21 05:00:00,500,3.204952388371052,3.470796566747411,-0.26584417837635943,R1
2025-05-21 06:00:00,500,3.1783173218457783,3.4869819071453305,-0.3086645852995522,R1
2025-05-21 07:00:00,500,3.220732470410234,3.62762592982014,-0.4068934594099063,R1
2025-05-21 08:00:00,500,3.131580302372716,3.593243057293752,-0.46166275492103637,R1
2025-05-21 09:00:00,500,3.208725197743924,3.539369631945533,-0.33064443420160883,R1
2025-05-21 10:00:00,500,3.2067562373457,3.890981452004105,-0.6842252146584049,R1
2025-05-21 11:00:00,500,3.2408835128130584,3.523269965155617,-0.28238645234255877,R1
2025-05-21 12:00:00,500,3.222270786877074,3.5639084196674347,-0.3416376327903605,R1
2025-05-21 13:00:00,500,3.1790297852587868,3.597315342498876,-0.4182855572400892,R1
2025-05-21 14:00:00,500,3.2483587272391823,3.4669673099843403,-0.21860858274515804,R1
2025-05-21 15:00:00,500,3.2104569912848366,3.606411920833768,-0.3959549295489313,R1
2025-05-21 16:00:00,500,3.3004124091176537,3.5865972877194774,-0.28618487860182373,R1
2025-05-21 17:00:00,500,3.21929255416518,3.513062219582717,-0.29376966541753724,R1
2025-05-21 18:00:00,500,3.1751442296942733,3.680437645500182,-0.5052934158059088,R1
2025-05-21 19:00:00,500,3.2016572143727378,3.613974477159256,-0.41231726278651815,R1
2025-05-21 20:00:00,500,3.083935161496705,3.613613547169453,-0.5296783856727476,R1
2025-05-21 21:00:00,500,3.204759424630979,3.585739091479817,-0.3809796668488379,R1
2025-05-21 22:00:00,500,3.14985574563682,3.908325965912748,-0.7584702202759281,R1
2025-05-21 23:00:00,500,3.219901762051371,3.522350883191503,-0.3024491211401319,R1
2025-05-22 00:00:00,500,3.191872621915865,3.367548295061245,-0.1756756731453799,R1
2025-05-22 01:00:00,500,3.199218512026383,3.7205457051074,-0.5213271930810168,R1
2025-05-22 02:00:00,500,3.206195656329553,3.550376253594677,-0.34418059726512373,R1
2025-05-22 03:00:00,500,3.165814873574721,3.628187307321432,-0.4623724337467108,R1
2025-05-22 04:00:00,500,3.160292806353212,3.5624422209876494,-0.40214941463443754,R1
2025-05-22 05:00:00,500,3.1486915831307467,3.964022982566192,-0.8153313994354452,R1
2025-05-22 06:00:00,500,3.190272787068994,3.894673066201783,-0.704400279132789,R1
2025-05-22 07:00:00,500,3.262573216847427,3.6429789122895073,-0.38040569544208047,R1
2025-05-22 08:00:00,500,3.256077173470773,3.693230185502251,-0.43715301203147794,R1
2025-05-22 09:00:00,500,3.163854758957147,3.5520771528360675,-0.38822239387892044,R1
2025-05-22 10:00:00,500,3.2064835744312017,3.555440160436285,-0.3489565860050834,R1
2025-05-22 11:00:00,500,3.116370284766193,3.7874912718982063,-0.6711209871320132,R1
2025-05-22 12:00:00,500,3.262771107813596,3.673517269636128,-0.4107461618225319,R1
2025-05-22 13:00:00,500,3.144813104722792,3.81891264298135,-0.6740995382585582,R1
2025-05-22 14:00:00,500,3.248937073402312,3.6793100112094463,-0.43037293780713437,R1
2025-05-22 15:00:00,500,3.192582617186032,3.462230926968454,-0.26964830978242205,R1
2025-05-22 16:00:00,500,3.1947505001730696,3.5170123472229937,-0.3222618470499241,R1
2025-05-22 17:00:00,500,3.3004984653423484,3.49495692602847,-0.19445846068612171,R1
2025-05-22 18:00:00,500,3.102504898411541,3.4310691274386342,-0.32856422902709337,R1
2025-05-22 19:00:00,500,3.118481593979608,3.48324357090853,-0.3647619769289223,R1
2025-05-22 20:00:00,500,3.1469179031112846,3.763709308436919,-0.6167914053256345,R1
2025-05-22 21:00:00,500,3.142949339607685,3.5517788293747707,-0.4088294897670859,R1
2025-05-22 22:00:00,500,3.1328766016250085,3.5384919682573392,-0.4056153666323308,R1
2025-05-22 23:00:00,500,3.2717908430150664,3.4317082054434387,-0.1599173624283723,R1
2025-05-23 00:00:00,500,3.23574000537553,3.5104081056347014,-0.2746681002591713,R1
2025-05-23 01:00:00,500,3.201523310189332,3.627556982910914,-0.4260336727215823,R1
2025-05-23 02:00:00,500,3.166939319487868,3.4911698382940584,-0.32423051880619047,R1
2025-05-23 03:00:00,500,3.174893569260191,3.6117268241545695,-0.4368332548943785,R1
2025-05-23 04:00:00,500,3.2821149955900184,3.4920882610139934,-0.209973265423975,R1
2025-05-23 05:00:00,500,3.2936982931386143,4.007299495715518,-0.7136012025769038,R1
2025-05-23 06:00:00,500,3.2636184264336072,3.667899405449371,-0.404280979015764,R1
2025-05-23 07:00:00,500,3.040651653733806,3.634736260272849,-0.5940846065390426,R1
2025-05-23 08:00:00,500,3.1734718429459914,3.614294765768164,-0.4408229228221727,R1
2025-05-23 09:00:00,500,3.119636760107483,3.413763616731456,-0.294126856623973,R1
2025-05-23 10:00:00,500,3.129684492892277,3.5812105301392494,-0.4515260372469725,R1
2025-05-23 11:00:00,500,3.1913459031264675,3.6659832873387166,-0.4746373842122491,R1
2025-05-23 12:00:00,500,3.184074523903769,3.450820670872519,-0.26674614696875,R1
2025-05-23 13:00:00,500,2.9875208197626475,3.7679858990742177,-0.7804650793115702,R1
2025-05-23 14:00:00,500,3.189557765654385,3.583008245868384,-0.39345048021399887,R1
2025-05-23 15:00:00,500,3.055558171052658,3.3223728440452622,-0.2668146729926044,R1
2025-05-23 16:00:00,500,2.904955946530609,3.4579090055595803,-0.5529530590289711,R1
2025-05-23 17:00:00,500,2.970372475217223,3.43615089778458,-0.4657784225673569,R1
2025-05-23 18:00:00,500,3.126885148462549,3.358740659043019,-0.23185551058046983,R1
2025-05-23 19:00:00,500,3.01552139205532,3.392234410090236,-0.3767130180349163,R1
2025-05-23 20:00:00,500,2.98506746197352,3.535039566359795,-0.5499721043862751,R1
2025-05-23 21:00:00,500,2.9828635301643343,3.239694789943252,-0.25683125977891796,R1
2025-05-23 22:00:00,500,3.0207602329103134,3.467734849128925,-0.4469746162186117,R1
2025-05-23 23:00:00,500,3.0420976982534707,3.5440558259156085,-0.5019581276621379,R1
2025-05-24 00:00:00,500,3.02702757894047,3.325877302464414,-0.298849723523944,R1
2025-05-24 01:00:00,500,2.968243230844926,3.4132969925261403,-0.44505376168121424,R1
2025-05-24 02:00:00,500,3.041741935149167,3.59326024264232,-0.5515183074931529,R1
2025-05-24 03:00:00,500,3.000320414031263,3.382198017302088,-0.3818776032708251,R1
2025-05-24 04:00:00,500,3.000474765914346,3.3715654109735005,-0.3710906450591547,R1
2025-05-24 05:00:00,500,3.1627495768935314,3.509552307088009,-0.3468027301944776,R1
2025-05-24 06:00:00,500,3.4022730713778886,3.40466532546583,-0.0023922540879413035,R1
2025-05-24 07:00:00,500,3.011949832918788,3.522407156396458,-0.5104573234776697,R1
2025-05-24 08:00:00,500,3.0376090447069366,3.2501807310538,-0.2125716863468634,R1
2025-05-24 09:00:00,500,2.9139164804502933,3.25032846360885,-0.3364119831585568,R1
2025-05-24 10:00:00,500,2.863702566052857,3.1183037267536977,-0.2546011607008407,R1
2025-05-24 11:00:00,500,2.8889584529638688,3.181679753360126,-0.29272130039625743,R1
2025-05-24 12:00:00,500,2.934079293500394,3.331235981660252,-0.3971566881598583,R1
2025-05-24 13:00:00,500,2.931979089203893,3.353788594638279,-0.421809505434386,R1
2025-05-24 14:00:00,500,2.9004465935899995,3.1992290947253843,-0.29878250113538485,R1
2025-05-24 15:00:00,500,2.9435781442966684,3.1713267980223314,-0.227748653725663,R1
2025-05-24 16:00:00,500,2.9737385633325983,3.2466749608593144,-0.27293639752671606,R1
2025-05-24 17:00:00,500,2.9117148438767093,3.184672797686392,-0.2729579538096827,R1
2025-05-24 18:00:00,500,2.906294877388707,3.1839088041063577,-0.2776139267176507,R1
2025-05-24 19:00:00,500,2.823014682597578,3.364571828496371,-0.5415571458987927,R1
2025-05-24 20:00:00,500,2.8557142853191126,3.090091643235953,-0.23437735791684045,R1
2025-05-24 21:00:00,500,2.8474450278770416,3.259087333894873,-0.4116423060178316,R1
2025-05-24 22:00:00,500,2.84817137694556,3.22167624297811,-0.3735048660325502,R1
2025-05-24 23:00:00,500,2.8729854501588235,3.3036579519150373,-0.43067250175621385,R1
