Date,Time,DateTime,Load_kWh,Solar_kWh,Price_NTD_kWh
2024-11-01,01:00:00,2024-11-01 01:00:00,1983,0,2
2024-11-01,02:00:00,2024-11-01 02:00:00,1834,0,2
2024-11-01,03:00:00,2024-11-01 03:00:00,1722,0,2
2024-11-01,04:00:00,2024-11-01 04:00:00,1666,0,2
2024-11-01,05:00:00,2024-11-01 05:00:00,1658,0,2
2024-11-01,06:00:00,2024-11-01 06:00:00,1625,0,4.7
2024-11-01,07:00:00,2024-11-01 07:00:00,1649,6,4.7
2024-11-01,08:00:00,2024-11-01 08:00:00,1993,44,4.7
2024-11-01,09:00:00,2024-11-01 09:00:00,2380,99,4.7
2024-11-01,10:00:00,2024-11-01 10:00:00,2870,125,4.7
2024-11-01,11:00:00,2024-11-01 11:00:00,3072,195,2
2024-11-01,12:00:00,2024-11-01 12:00:00,3284,155,2
2024-11-01,13:00:00,2024-11-01 13:00:00,3592,153,2
2024-11-01,14:00:00,2024-11-01 14:00:00,3600,76,4.7
2024-11-01,15:00:00,2024-11-01 15:00:00,3586,123,4.7
2024-11-01,16:00:00,2024-11-01 16:00:00,3543,88,4.7
2024-11-01,17:00:00,2024-11-01 17:00:00,3367,20,4.7
2024-11-01,18:00:00,2024-11-01 18:00:00,3173,0,4.7
2024-11-01,19:00:00,2024-11-01 19:00:00,2983,0,4.7
2024-11-01,20:00:00,2024-11-01 20:00:00,2819,0,4.7
2024-11-01,21:00:00,2024-11-01 21:00:00,2686,0,4.7
2024-11-01,22:00:00,2024-11-01 22:00:00,2523,0,4.7
2024-11-01,23:00:00,2024-11-01 23:00:00,2265,0,4.7
2024-11-02,00:00:00,2024-11-02 00:00:00,2120,0,2
2024-11-02,01:00:00,2024-11-02 01:00:00,2069,0,2
2024-11-02,02:00:00,2024-11-02 02:00:00,1937,0,2
2024-11-02,03:00:00,2024-11-02 03:00:00,1825,0,2
2024-11-02,04:00:00,2024-11-02 04:00:00,1776,0,2
2024-11-02,05:00:00,2024-11-02 05:00:00,1694,0,2
2024-11-02,06:00:00,2024-11-02 06:00:00,1694,0,2.1
2024-11-02,07:00:00,2024-11-02 07:00:00,1734,0,2.1
2024-11-02,08:00:00,2024-11-02 08:00:00,1915,26,2.1
2024-11-02,09:00:00,2024-11-02 09:00:00,2018,82,2.1
2024-11-02,10:00:00,2024-11-02 10:00:00,2140,167,2.1
2024-11-02,11:00:00,2024-11-02 11:00:00,2166,190,2
2024-11-02,12:00:00,2024-11-02 12:00:00,2192,255,2
2024-11-02,13:00:00,2024-11-02 13:00:00,2264,269,2
2024-11-02,14:00:00,2024-11-02 14:00:00,2424,218,2.1
2024-11-02,15:00:00,2024-11-02 15:00:00,2458,168,2.1
2024-11-02,16:00:00,2024-11-02 16:00:00,2416,124,2.1
2024-11-02,17:00:00,2024-11-02 17:00:00,2478,37,2.1
2024-11-02,18:00:00,2024-11-02 18:00:00,2341,0,2.1
2024-11-02,19:00:00,2024-11-02 19:00:00,2281,0,2.1
2024-11-02,20:00:00,2024-11-02 20:00:00,2251,0,2.1
2024-11-02,21:00:00,2024-11-02 21:00:00,2201,0,2.1
2024-11-02,22:00:00,2024-11-02 22:00:00,2120,0,2.1
2024-11-02,23:00:00,2024-11-02 23:00:00,2004,0,2.1
2024-11-03,00:00:00,2024-11-03 00:00:00,1963,0,2
2024-11-03,01:00:00,2024-11-03 01:00:00,1969,0,2
2024-11-03,02:00:00,2024-11-03 02:00:00,1864,0,2
2024-11-03,03:00:00,2024-11-03 03:00:00,1780,0,2
2024-11-03,04:00:00,2024-11-03 04:00:00,1728,0,2
2024-11-03,05:00:00,2024-11-03 05:00:00,1676,0,2
2024-11-03,06:00:00,2024-11-03 06:00:00,1616,0,2
2024-11-03,07:00:00,2024-11-03 07:00:00,1623,0,2
2024-11-03,08:00:00,2024-11-03 08:00:00,1772,20,2
2024-11-03,09:00:00,2024-11-03 09:00:00,1843,79,2
2024-11-03,10:00:00,2024-11-03 10:00:00,1944,161,2
2024-11-03,11:00:00,2024-11-03 11:00:00,2044,230,2
2024-11-03,12:00:00,2024-11-03 12:00:00,2184,262,2
2024-11-03,13:00:00,2024-11-03 13:00:00,2263,263,2
2024-11-03,14:00:00,2024-11-03 14:00:00,2332,232,2
2024-11-03,15:00:00,2024-11-03 15:00:00,2460,189,2
2024-11-03,16:00:00,2024-11-03 16:00:00,2388,117,2
2024-11-03,17:00:00,2024-11-03 17:00:00,2370,37,2
2024-11-03,18:00:00,2024-11-03 18:00:00,2277,2,2
2024-11-03,19:00:00,2024-11-03 19:00:00,2260,0,2
2024-11-03,20:00:00,2024-11-03 20:00:00,2246,0,2
2024-11-03,21:00:00,2024-11-03 21:00:00,2245,0,2
2024-11-03,22:00:00,2024-11-03 22:00:00,2174,0,2
2024-11-03,23:00:00,2024-11-03 23:00:00,2097,0,2
2024-11-04,00:00:00,2024-11-04 00:00:00,2074,0,2
2024-11-04,01:00:00,2024-11-04 01:00:00,2048,0,2
2024-11-04,02:00:00,2024-11-04 02:00:00,1909,0,2
2024-11-04,03:00:00,2024-11-04 03:00:00,1794,0,2
2024-11-04,04:00:00,2024-11-04 04:00:00,1727,0,2
2024-11-04,05:00:00,2024-11-04 05:00:00,1700,0,2
2024-11-04,06:00:00,2024-11-04 06:00:00,1700,0,4.7
2024-11-04,07:00:00,2024-11-04 07:00:00,1774,0,4.7
2024-11-04,08:00:00,2024-11-04 08:00:00,2136,26,4.7
2024-11-04,09:00:00,2024-11-04 09:00:00,2559,82,4.7
2024-11-04,10:00:00,2024-11-04 10:00:00,3099,167,4.7
2024-11-04,11:00:00,2024-11-04 11:00:00,3336,190,2
2024-11-04,12:00:00,2024-11-04 12:00:00,3541,255,2
2024-11-04,13:00:00,2024-11-04 13:00:00,3652,269,2
2024-11-04,14:00:00,2024-11-04 14:00:00,3631,218,4.7
2024-11-04,15:00:00,2024-11-04 15:00:00,3622,168,4.7
2024-11-04,16:00:00,2024-11-04 16:00:00,3573,124,4.7
2024-11-04,17:00:00,2024-11-04 17:00:00,3413,37,4.7
2024-11-04,18:00:00,2024-11-04 18:00:00,3274,2,4.7
2024-11-04,19:00:00,2024-11-04 19:00:00,3228,0,4.7
2024-11-04,20:00:00,2024-11-04 20:00:00,3059,0,4.7
2024-11-04,21:00:00,2024-11-04 21:00:00,2852,0,4.7
2024-11-04,22:00:00,2024-11-04 22:00:00,2596,0,4.7
2024-11-04,23:00:00,2024-11-04 23:00:00,2369,0,4.7
2024-11-05,00:00:00,2024-11-05 00:00:00,2257,0,2
2024-11-05,01:00:00,2024-11-05 01:00:00,2117,0,2
2024-11-05,02:00:00,2024-11-05 02:00:00,1989,0,2
2024-11-05,03:00:00,2024-11-05 03:00:00,1847,0,2
2024-11-05,04:00:00,2024-11-05 04:00:00,1784,0,2
2024-11-05,05:00:00,2024-11-05 05:00:00,1744,0,2
2024-11-05,06:00:00,2024-11-05 06:00:00,1760,0,4.7
2024-11-05,07:00:00,2024-11-05 07:00:00,1772,0,4.7
2024-11-05,08:00:00,2024-11-05 08:00:00,2090,20,4.7
2024-11-05,09:00:00,2024-11-05 09:00:00,2533,79,4.7
2024-11-05,10:00:00,2024-11-05 10:00:00,2830,165,4.7
2024-11-05,11:00:00,2024-11-05 11:00:00,3027,223,2
2024-11-05,12:00:00,2024-11-05 12:00:00,3212,262,2
2024-11-05,13:00:00,2024-11-05 13:00:00,3424,270,2
2024-11-05,14:00:00,2024-11-05 14:00:00,3486,232,4.7
2024-11-05,15:00:00,2024-11-05 15:00:00,3387,189,4.7
2024-11-05,16:00:00,2024-11-05 16:00:00,3332,117,4.7
2024-11-05,17:00:00,2024-11-05 17:00:00,3284,37,4.7
2024-11-05,18:00:00,2024-11-05 18:00:00,3027,2,4.7
2024-11-05,19:00:00,2024-11-05 19:00:00,2980,0,4.7
2024-11-05,20:00:00,2024-11-05 20:00:00,2786,0,4.7
2024-11-05,21:00:00,2024-11-05 21:00:00,2632,0,4.7
2024-11-05,22:00:00,2024-11-05 22:00:00,2453,0,4.7
2024-11-05,23:00:00,2024-11-05 23:00:00,2236,0,4.7
2024-11-06,00:00:00,2024-11-06 00:00:00,2135,0,2
2024-11-06,01:00:00,2024-11-06 01:00:00,2003,0,2
2024-11-06,02:00:00,2024-11-06 02:00:00,1857,0,2
2024-11-06,03:00:00,2024-11-06 03:00:00,1753,0,2
2024-11-06,04:00:00,2024-11-06 04:00:00,1669,0,2
2024-11-06,05:00:00,2024-11-06 05:00:00,1653,0,2
2024-11-06,06:00:00,2024-11-06 06:00:00,1637,0,4.7
2024-11-06,07:00:00,2024-11-06 07:00:00,1688,0,4.7
2024-11-06,08:00:00,2024-11-06 08:00:00,1987,9,4.7
2024-11-06,09:00:00,2024-11-06 09:00:00,2304,36,4.7
2024-11-06,10:00:00,2024-11-06 10:00:00,2577,70,4.7
2024-11-06,11:00:00,2024-11-06 11:00:00,2778,103,2
2024-11-06,12:00:00,2024-11-06 12:00:00,2891,123,2
2024-11-06,13:00:00,2024-11-06 13:00:00,2950,104,2
2024-11-06,14:00:00,2024-11-06 14:00:00,2943,96,4.7
2024-11-06,15:00:00,2024-11-06 15:00:00,3034,78,4.7
2024-11-06,16:00:00,2024-11-06 16:00:00,3002,45,4.7
2024-11-06,17:00:00,2024-11-06 17:00:00,2943,17,4.7
2024-11-06,18:00:00,2024-11-06 18:00:00,2845,0,4.7
2024-11-06,19:00:00,2024-11-06 19:00:00,2692,0,4.7
2024-11-06,20:00:00,2024-11-06 20:00:00,2557,0,4.7
2024-11-06,21:00:00,2024-11-06 21:00:00,2428,0,4.7
2024-11-06,22:00:00,2024-11-06 22:00:00,2333,0,4.7
2024-11-06,23:00:00,2024-11-06 23:00:00,2159,0,4.7
2024-11-07,00:00:00,2024-11-07 00:00:00,2036,0,2
2024-11-07,01:00:00,2024-11-07 01:00:00,1964,0,2
2024-11-07,02:00:00,2024-11-07 02:00:00,1836,0,2
2024-11-07,03:00:00,2024-11-07 03:00:00,1681,0,2
2024-11-07,04:00:00,2024-11-07 04:00:00,1629,0,2
2024-11-07,05:00:00,2024-11-07 05:00:00,1595,0,2
2024-11-07,06:00:00,2024-11-07 06:00:00,1611,0,4.7
2024-11-07,07:00:00,2024-11-07 07:00:00,1681,0,4.7
2024-11-07,08:00:00,2024-11-07 08:00:00,1931,20,4.7
2024-11-07,09:00:00,2024-11-07 09:00:00,2232,79,4.7
2024-11-07,10:00:00,2024-11-07 10:00:00,2517,161,4.7
2024-11-07,11:00:00,2024-11-07 11:00:00,2671,220,2
2024-11-07,12:00:00,2024-11-07 12:00:00,2764,267,2
2024-11-07,13:00:00,2024-11-07 13:00:00,2879,263,2
2024-11-07,14:00:00,2024-11-07 14:00:00,2961,232,4.7
2024-11-07,15:00:00,2024-11-07 15:00:00,3044,179,4.7
2024-11-07,16:00:00,2024-11-07 16:00:00,3007,120,4.7
2024-11-07,17:00:00,2024-11-07 17:00:00,2880,37,4.7
2024-11-07,18:00:00,2024-11-07 18:00:00,2761,2,4.7
2024-11-07,19:00:00,2024-11-07 19:00:00,2773,0,4.7
2024-11-07,20:00:00,2024-11-07 20:00:00,2680,0,4.7
2024-11-07,21:00:00,2024-11-07 21:00:00,2608,0,4.7
2024-11-07,22:00:00,2024-11-07 22:00:00,2376,0,4.7
2024-11-07,23:00:00,2024-11-07 23:00:00,2131,0,4.7
2024-11-08,00:00:00,2024-11-08 00:00:00,2064,0,2
2024-11-08,01:00:00,2024-11-08 01:00:00,1949,0,2
2024-11-08,02:00:00,2024-11-08 02:00:00,1813,0,2
2024-11-08,03:00:00,2024-11-08 03:00:00,1698,0,2
2024-11-08,04:00:00,2024-11-08 04:00:00,1624,0,2
2024-11-08,05:00:00,2024-11-08 05:00:00,1590,0,2
2024-11-08,06:00:00,2024-11-08 06:00:00,1604,0,4.7
2024-11-08,07:00:00,2024-11-08 07:00:00,1660,0,4.7
2024-11-08,08:00:00,2024-11-08 08:00:00,1913,13,4.7
2024-11-08,09:00:00,2024-11-08 09:00:00,2225,51,4.7
2024-11-08,10:00:00,2024-11-08 10:00:00,2526,147,4.7
2024-11-08,11:00:00,2024-11-08 11:00:00,2694,213,2
2024-11-08,12:00:00,2024-11-08 12:00:00,2840,169,2
2024-11-08,13:00:00,2024-11-08 13:00:00,2972,251,2
2024-11-08,14:00:00,2024-11-08 14:00:00,2985,251,4.7
2024-11-08,15:00:00,2024-11-08 15:00:00,2976,145,4.7
2024-11-08,16:00:00,2024-11-08 16:00:00,2931,54,4.7
2024-11-08,17:00:00,2024-11-08 17:00:00,2874,23,4.7
2024-11-08,18:00:00,2024-11-08 18:00:00,2779,3,4.7
2024-11-08,19:00:00,2024-11-08 19:00:00,2689,0,4.7
2024-11-08,20:00:00,2024-11-08 20:00:00,2537,0,4.7
2024-11-08,21:00:00,2024-11-08 21:00:00,2364,0,4.7
2024-11-08,22:00:00,2024-11-08 22:00:00,2213,0,4.7
2024-11-08,23:00:00,2024-11-08 23:00:00,2063,0,4.7
2024-11-09,00:00:00,2024-11-09 00:00:00,1986,0,2
2024-11-09,01:00:00,2024-11-09 01:00:00,1908,0,2
2024-11-09,02:00:00,2024-11-09 02:00:00,1817,0,2
2024-11-09,03:00:00,2024-11-09 03:00:00,1693,0,2
2024-11-09,04:00:00,2024-11-09 04:00:00,1640,0,2
2024-11-09,05:00:00,2024-11-09 05:00:00,1620,0,2
2024-11-09,06:00:00,2024-11-09 06:00:00,1607,0,2.1
2024-11-09,07:00:00,2024-11-09 07:00:00,1639,0,2.1
2024-11-09,08:00:00,2024-11-09 08:00:00,1914,2,2.1
2024-11-09,09:00:00,2024-11-09 09:00:00,2085,26,2.1
2024-11-09,10:00:00,2024-11-09 10:00:00,2166,93,2.1
2024-11-09,11:00:00,2024-11-09 11:00:00,2279,183,2
2024-11-09,12:00:00,2024-11-09 12:00:00,2477,251,2
2024-11-09,13:00:00,2024-11-09 13:00:00,2549,277,2
2024-11-09,14:00:00,2024-11-09 14:00:00,2572,276,2.1
2024-11-09,15:00:00,2024-11-09 15:00:00,2566,252,2.1
2024-11-09,16:00:00,2024-11-09 16:00:00,2489,197,2.1
2024-11-09,17:00:00,2024-11-09 17:00:00,2426,126,2.1
2024-11-09,18:00:00,2024-11-09 18:00:00,2278,48,2.1
2024-11-09,19:00:00,2024-11-09 19:00:00,2207,5,2.1
2024-11-09,20:00:00,2024-11-09 20:00:00,2175,0,2.1
2024-11-09,21:00:00,2024-11-09 21:00:00,2152,0,2.1
2024-11-09,22:00:00,2024-11-09 22:00:00,2098,0,2.1
2024-11-09,23:00:00,2024-11-09 23:00:00,1997,0,2.1
2024-11-10,00:00:00,2024-11-10 00:00:00,1952,0,2
2024-11-10,01:00:00,2024-11-10 01:00:00,1965,0,2
2024-11-10,02:00:00,2024-11-10 02:00:00,1864,0,2
2024-11-10,03:00:00,2024-11-10 03:00:00,1772,0,2
2024-11-10,04:00:00,2024-11-10 04:00:00,1678,0,2
2024-11-10,05:00:00,2024-11-10 05:00:00,1645,0,2
2024-11-10,06:00:00,2024-11-10 06:00:00,1621,0,2
2024-11-10,07:00:00,2024-11-10 07:00:00,1627,0,2
2024-11-10,08:00:00,2024-11-10 08:00:00,1785,9,2
2024-11-10,09:00:00,2024-11-10 09:00:00,1857,25,2
2024-11-10,10:00:00,2024-11-10 10:00:00,1955,26,2
2024-11-10,11:00:00,2024-11-10 11:00:00,2083,25,2
2024-11-10,12:00:00,2024-11-10 12:00:00,2150,61,2
2024-11-10,13:00:00,2024-11-10 13:00:00,2276,47,2
2024-11-10,14:00:00,2024-11-10 14:00:00,2218,44,2
2024-11-10,15:00:00,2024-11-10 15:00:00,2347,39,2
2024-11-10,16:00:00,2024-11-10 16:00:00,2259,22,2
2024-11-10,17:00:00,2024-11-10 17:00:00,2275,10,2
2024-11-10,18:00:00,2024-11-10 18:00:00,2243,0,2
2024-11-10,19:00:00,2024-11-10 19:00:00,2209,0,2
2024-11-10,20:00:00,2024-11-10 20:00:00,2202,0,2
2024-11-10,21:00:00,2024-11-10 21:00:00,2197,0,2
2024-11-10,22:00:00,2024-11-10 22:00:00,2170,0,2
2024-11-10,23:00:00,2024-11-10 23:00:00,2107,0,2
2024-11-11,00:00:00,2024-11-11 00:00:00,2044,0,2
2024-11-11,01:00:00,2024-11-11 01:00:00,2004,0,2
2024-11-11,02:00:00,2024-11-11 02:00:00,1889,0,2
2024-11-11,03:00:00,2024-11-11 03:00:00,1771,0,2
2024-11-11,04:00:00,2024-11-11 04:00:00,1692,0,2
2024-11-11,05:00:00,2024-11-11 05:00:00,1677,0,2
2024-11-11,06:00:00,2024-11-11 06:00:00,1677,0,4.7
2024-11-11,07:00:00,2024-11-11 07:00:00,1771,1,4.7
2024-11-11,08:00:00,2024-11-11 08:00:00,2097,7,4.7
2024-11-11,09:00:00,2024-11-11 09:00:00,2404,15,4.7
2024-11-11,10:00:00,2024-11-11 10:00:00,2719,17,4.7
2024-11-11,11:00:00,2024-11-11 11:00:00,2968,41,2
2024-11-11,12:00:00,2024-11-11 12:00:00,3119,68,2
2024-11-11,13:00:00,2024-11-11 13:00:00,3272,103,2
2024-11-11,14:00:00,2024-11-11 14:00:00,3324,79,4.7
2024-11-11,15:00:00,2024-11-11 15:00:00,3342,38,4.7
2024-11-11,16:00:00,2024-11-11 16:00:00,3283,27,4.7
2024-11-11,17:00:00,2024-11-11 17:00:00,3175,11,4.7
2024-11-11,18:00:00,2024-11-11 18:00:00,3096,0,4.7
2024-11-11,19:00:00,2024-11-11 19:00:00,3077,0,4.7
2024-11-11,20:00:00,2024-11-11 20:00:00,2945,0,4.7
2024-11-11,21:00:00,2024-11-11 21:00:00,2806,0,4.7
2024-11-11,22:00:00,2024-11-11 22:00:00,2640,0,4.7
2024-11-11,23:00:00,2024-11-11 23:00:00,2393,0,4.7
2024-11-12,00:00:00,2024-11-12 00:00:00,2224,0,2
2024-11-12,01:00:00,2024-11-12 01:00:00,2112,0,2
2024-11-12,02:00:00,2024-11-12 02:00:00,1972,0,2
2024-11-12,03:00:00,2024-11-12 03:00:00,1856,0,2
2024-11-12,04:00:00,2024-11-12 04:00:00,1777,0,2
2024-11-12,05:00:00,2024-11-12 05:00:00,1768,0,2
2024-11-12,06:00:00,2024-11-12 06:00:00,1754,0,4.7
2024-11-12,07:00:00,2024-11-12 07:00:00,1872,1,4.7
2024-11-12,08:00:00,2024-11-12 08:00:00,2216,11,4.7
2024-11-12,09:00:00,2024-11-12 09:00:00,2590,40,4.7
2024-11-12,10:00:00,2024-11-12 10:00:00,2983,57,4.7
2024-11-12,11:00:00,2024-11-12 11:00:00,3201,48,2
2024-11-12,12:00:00,2024-11-12 12:00:00,3363,36,2
2024-11-12,13:00:00,2024-11-12 13:00:00,3534,26,2
2024-11-12,14:00:00,2024-11-12 14:00:00,3508,36,4.7
2024-11-12,15:00:00,2024-11-12 15:00:00,3506,46,4.7
2024-11-12,16:00:00,2024-11-12 16:00:00,3482,20,4.7
2024-11-12,17:00:00,2024-11-12 17:00:00,3375,2,4.7
2024-11-12,18:00:00,2024-11-12 18:00:00,3289,0,4.7
2024-11-12,19:00:00,2024-11-12 19:00:00,3150,0,4.7
2024-11-12,20:00:00,2024-11-12 20:00:00,2929,0,4.7
2024-11-12,21:00:00,2024-11-12 21:00:00,2781,0,4.7
2024-11-12,22:00:00,2024-11-12 22:00:00,2608,0,4.7
2024-11-12,23:00:00,2024-11-12 23:00:00,2401,0,4.7
2024-11-13,00:00:00,2024-11-13 00:00:00,2280,0,2
2024-11-13,01:00:00,2024-11-13 01:00:00,2148,0,2
2024-11-13,02:00:00,2024-11-13 02:00:00,1996,0,2
2024-11-13,03:00:00,2024-11-13 03:00:00,1865,0,2
2024-11-13,04:00:00,2024-11-13 04:00:00,1850,0,2
2024-11-13,05:00:00,2024-11-13 05:00:00,1780,0,2
2024-11-13,06:00:00,2024-11-13 06:00:00,1797,0,4.7
2024-11-13,07:00:00,2024-11-13 07:00:00,1831,3,4.7
2024-11-13,08:00:00,2024-11-13 08:00:00,2250,25,4.7
2024-11-13,09:00:00,2024-11-13 09:00:00,2636,39,4.7
2024-11-13,10:00:00,2024-11-13 10:00:00,3059,80,4.7
2024-11-13,11:00:00,2024-11-13 11:00:00,3205,61,2
2024-11-13,12:00:00,2024-11-13 12:00:00,3368,67,2
2024-11-13,13:00:00,2024-11-13 13:00:00,3547,106,2
2024-11-13,14:00:00,2024-11-13 14:00:00,3601,52,4.7
2024-11-13,15:00:00,2024-11-13 15:00:00,3626,29,4.7
2024-11-13,16:00:00,2024-11-13 16:00:00,3580,22,4.7
2024-11-13,17:00:00,2024-11-13 17:00:00,3514,7,4.7
2024-11-13,18:00:00,2024-11-13 18:00:00,3338,0,4.7
2024-11-13,19:00:00,2024-11-13 19:00:00,3202,0,4.7
2024-11-13,20:00:00,2024-11-13 20:00:00,3055,0,4.7
2024-11-13,21:00:00,2024-11-13 21:00:00,2900,0,4.7
2024-11-13,22:00:00,2024-11-13 22:00:00,2697,0,4.7
2024-11-13,23:00:00,2024-11-13 23:00:00,2454,0,4.7
2024-11-14,00:00:00,2024-11-14 00:00:00,2329,0,2
2024-11-14,01:00:00,2024-11-14 01:00:00,2258,0,2
2024-11-14,02:00:00,2024-11-14 02:00:00,2102,0,2
2024-11-14,03:00:00,2024-11-14 03:00:00,1963,0,2
2024-11-14,04:00:00,2024-11-14 04:00:00,1871,0,2
2024-11-14,05:00:00,2024-11-14 05:00:00,1855,0,2
2024-11-14,06:00:00,2024-11-14 06:00:00,1847,0,4.7
2024-11-14,07:00:00,2024-11-14 07:00:00,1919,1,4.7
2024-11-14,08:00:00,2024-11-14 08:00:00,2315,7,4.7
2024-11-14,09:00:00,2024-11-14 09:00:00,2811,12,4.7
2024-11-14,10:00:00,2024-11-14 10:00:00,3284,25,4.7
2024-11-14,11:00:00,2024-11-14 11:00:00,3515,37,2
2024-11-14,12:00:00,2024-11-14 12:00:00,3665,31,2
2024-11-14,13:00:00,2024-11-14 13:00:00,3841,51,2
2024-11-14,14:00:00,2024-11-14 14:00:00,3831,34,4.7
2024-11-14,15:00:00,2024-11-14 15:00:00,3787,42,4.7
2024-11-14,16:00:00,2024-11-14 16:00:00,3725,11,4.7
2024-11-14,17:00:00,2024-11-14 17:00:00,3676,4,4.7
2024-11-14,18:00:00,2024-11-14 18:00:00,3486,0,4.7
2024-11-14,19:00:00,2024-11-14 19:00:00,3390,0,4.7
2024-11-14,20:00:00,2024-11-14 20:00:00,3230,0,4.7
2024-11-14,21:00:00,2024-11-14 21:00:00,3046,0,4.7
2024-11-14,22:00:00,2024-11-14 22:00:00,2805,0,4.7
2024-11-14,23:00:00,2024-11-14 23:00:00,2557,0,4.7
2024-11-15,00:00:00,2024-11-15 00:00:00,2409,0,2
2024-11-15,01:00:00,2024-11-15 01:00:00,2319,0,2
2024-11-15,02:00:00,2024-11-15 02:00:00,2161,0,2
2024-11-15,03:00:00,2024-11-15 03:00:00,2025,0,2
2024-11-15,04:00:00,2024-11-15 04:00:00,1920,0,2
2024-11-15,05:00:00,2024-11-15 05:00:00,1854,0,2
2024-11-15,06:00:00,2024-11-15 06:00:00,1843,0,4.7
2024-11-15,07:00:00,2024-11-15 07:00:00,1873,3,4.7
2024-11-15,08:00:00,2024-11-15 08:00:00,2230,39,4.7
2024-11-15,09:00:00,2024-11-15 09:00:00,2668,84,4.7
2024-11-15,10:00:00,2024-11-15 10:00:00,3180,99,4.7
2024-11-15,11:00:00,2024-11-15 11:00:00,3513,166,2
2024-11-15,12:00:00,2024-11-15 12:00:00,3822,87,2
2024-11-15,13:00:00,2024-11-15 13:00:00,4018,43,2
2024-11-15,14:00:00,2024-11-15 14:00:00,3902,32,4.7
2024-11-15,15:00:00,2024-11-15 15:00:00,3800,51,4.7
2024-11-15,16:00:00,2024-11-15 16:00:00,3715,42,4.7
2024-11-15,17:00:00,2024-11-15 17:00:00,3565,4,4.7
2024-11-15,18:00:00,2024-11-15 18:00:00,3297,0,4.7
2024-11-15,19:00:00,2024-11-15 19:00:00,3132,0,4.7
2024-11-15,20:00:00,2024-11-15 20:00:00,2900,0,4.7
2024-11-15,21:00:00,2024-11-15 21:00:00,2777,0,4.7
2024-11-15,22:00:00,2024-11-15 22:00:00,2568,0,4.7
2024-11-15,23:00:00,2024-11-15 23:00:00,2395,0,4.7
2024-11-16,00:00:00,2024-11-16 00:00:00,2302,0,2
2024-11-16,01:00:00,2024-11-16 01:00:00,2173,0,2
2024-11-16,02:00:00,2024-11-16 02:00:00,2086,0,2
2024-11-16,03:00:00,2024-11-16 03:00:00,1945,0,2
2024-11-16,04:00:00,2024-11-16 04:00:00,1858,0,2
2024-11-16,05:00:00,2024-11-16 05:00:00,1797,0,2
2024-11-16,06:00:00,2024-11-16 06:00:00,1794,0,2.1
2024-11-16,07:00:00,2024-11-16 07:00:00,1817,6,2.1
2024-11-16,08:00:00,2024-11-16 08:00:00,1927,44,2.1
2024-11-16,09:00:00,2024-11-16 09:00:00,2146,99,2.1
2024-11-16,10:00:00,2024-11-16 10:00:00,2374,125,2.1
2024-11-16,11:00:00,2024-11-16 11:00:00,2526,195,2
2024-11-16,12:00:00,2024-11-16 12:00:00,2643,155,2
2024-11-16,13:00:00,2024-11-16 13:00:00,2793,153,2
2024-11-16,14:00:00,2024-11-16 14:00:00,2750,76,2.1
2024-11-16,15:00:00,2024-11-16 15:00:00,2715,123,2.1
2024-11-16,16:00:00,2024-11-16 16:00:00,2625,88,2.1
2024-11-16,17:00:00,2024-11-16 17:00:00,2539,20,2.1
2024-11-16,18:00:00,2024-11-16 18:00:00,2412,0,2.1
2024-11-16,19:00:00,2024-11-16 19:00:00,2328,0,2.1
2024-11-16,20:00:00,2024-11-16 20:00:00,2289,0,2.1
2024-11-16,21:00:00,2024-11-16 21:00:00,2247,0,2.1
2024-11-16,22:00:00,2024-11-16 22:00:00,2222,0,2.1
2024-11-16,23:00:00,2024-11-16 23:00:00,2158,0,2.1
2024-11-17,00:00:00,2024-11-17 00:00:00,2080,0,2
2024-11-17,01:00:00,2024-11-17 01:00:00,2032,0,2
2024-11-17,02:00:00,2024-11-17 02:00:00,1940,0,2
2024-11-17,03:00:00,2024-11-17 03:00:00,1828,0,2
2024-11-17,04:00:00,2024-11-17 04:00:00,1742,0,2
2024-11-17,05:00:00,2024-11-17 05:00:00,1701,0,2
2024-11-17,06:00:00,2024-11-17 06:00:00,1683,0,2
2024-11-17,07:00:00,2024-11-17 07:00:00,1680,2,2
2024-11-17,08:00:00,2024-11-17 08:00:00,1738,7,2
2024-11-17,09:00:00,2024-11-17 09:00:00,1857,22,2
2024-11-17,10:00:00,2024-11-17 10:00:00,1937,54,2
2024-11-17,11:00:00,2024-11-17 11:00:00,2020,24,2
2024-11-17,12:00:00,2024-11-17 12:00:00,2085,38,2
2024-11-17,13:00:00,2024-11-17 13:00:00,2184,23,2
2024-11-17,14:00:00,2024-11-17 14:00:00,2194,18,2
2024-11-17,15:00:00,2024-11-17 15:00:00,2291,10,2
2024-11-17,16:00:00,2024-11-17 16:00:00,2248,7,2
2024-11-17,17:00:00,2024-11-17 17:00:00,2265,7,2
2024-11-17,18:00:00,2024-11-17 18:00:00,2197,0,2
2024-11-17,19:00:00,2024-11-17 19:00:00,2197,0,2
2024-11-17,20:00:00,2024-11-17 20:00:00,2176,0,2
2024-11-17,21:00:00,2024-11-17 21:00:00,2140,0,2
2024-11-17,22:00:00,2024-11-17 22:00:00,2187,0,2
2024-11-17,23:00:00,2024-11-17 23:00:00,2137,0,2
2024-11-18,00:00:00,2024-11-18 00:00:00,2069,0,2
2024-11-18,01:00:00,2024-11-18 01:00:00,2073,0,2
2024-11-18,02:00:00,2024-11-18 02:00:00,1973,0,2
