Date,Time,DateTime,Load_kWh,Solar_kWh,Price_NTD_kWh
2024-12-22,12:00:00,2024-12-22 12:00:00,1840,78,2
2024-12-22,13:00:00,2024-12-22 13:00:00,1829,46,2
2024-12-22,14:00:00,2024-12-22 14:00:00,1901,40,2
2024-12-22,15:00:00,2024-12-22 15:00:00,1935,17,2
2024-12-22,16:00:00,2024-12-22 16:00:00,1932,10,2
2024-12-22,17:00:00,2024-12-22 17:00:00,1916,3,2
2024-12-22,18:00:00,2024-12-22 18:00:00,1871,0,2
2024-12-22,19:00:00,2024-12-22 19:00:00,1808,0,2
2024-12-22,20:00:00,2024-12-22 20:00:00,1783,0,2
2024-12-22,21:00:00,2024-12-22 21:00:00,1734,0,2
2024-12-22,22:00:00,2024-12-22 22:00:00,1722,0,2
2024-12-22,23:00:00,2024-12-22 23:00:00,1751,0,2
2024-12-23,00:00:00,2024-12-23 00:00:00,1670,0,2
2024-12-23,01:00:00,2024-12-23 01:00:00,1611,0,2
2024-12-23,02:00:00,2024-12-23 02:00:00,1546,0,2
2024-12-23,03:00:00,2024-12-23 03:00:00,1429,0,2
2024-12-23,04:00:00,2024-12-23 04:00:00,1381,0,2
2024-12-23,05:00:00,2024-12-23 05:00:00,1333,0,2
2024-12-23,06:00:00,2024-12-23 06:00:00,1319,0,4.7
2024-12-23,07:00:00,2024-12-23 07:00:00,1349,0,4.7
2024-12-23,08:00:00,2024-12-23 08:00:00,1435,5,4.7
2024-12-23,09:00:00,2024-12-23 09:00:00,1555,31,4.7
2024-12-23,10:00:00,2024-12-23 10:00:00,1583,34,4.7
2024-12-23,11:00:00,2024-12-23 11:00:00,1690,42,2
2024-12-23,12:00:00,2024-12-23 12:00:00,1738,78,2
2024-12-23,13:00:00,2024-12-23 13:00:00,1771,85,2
2024-12-23,14:00:00,2024-12-23 14:00:00,1791,73,4.7
2024-12-23,15:00:00,2024-12-23 15:00:00,1877,63,4.7
2024-12-23,16:00:00,2024-12-23 16:00:00,1858,33,4.7
2024-12-23,17:00:00,2024-12-23 17:00:00,1876,13,4.7
2024-12-23,18:00:00,2024-12-23 18:00:00,1828,1,4.7
2024-12-23,19:00:00,2024-12-23 19:00:00,1776,0,4.7
2024-12-23,20:00:00,2024-12-23 20:00:00,1738,0,4.7
2024-12-23,21:00:00,2024-12-23 21:00:00,1747,0,4.7
2024-12-23,22:00:00,2024-12-23 22:00:00,1768,0,4.7
2024-12-23,23:00:00,2024-12-23 23:00:00,1785,0,4.7
2024-12-24,00:00:00,2024-12-24 00:00:00,1750,0,2
2024-12-24,01:00:00,2024-12-24 01:00:00,1684,0,2
2024-12-24,02:00:00,2024-12-24 02:00:00,1548,0,2
2024-12-24,03:00:00,2024-12-24 03:00:00,1404,0,2
2024-12-24,04:00:00,2024-12-24 04:00:00,1346,0,2
2024-12-24,05:00:00,2024-12-24 05:00:00,1323,0,2
2024-12-24,06:00:00,2024-12-24 06:00:00,1336,0,4.7
2024-12-24,07:00:00,2024-12-24 07:00:00,1377,0,4.7
2024-12-24,08:00:00,2024-12-24 08:00:00,1576,9,4.7
2024-12-24,09:00:00,2024-12-24 09:00:00,1885,20,4.7
2024-12-24,10:00:00,2024-12-24 10:00:00,2118,30,4.7
2024-12-24,11:00:00,2024-12-24 11:00:00,2284,46,2
2024-12-24,12:00:00,2024-12-24 12:00:00,2355,35,2
2024-12-24,13:00:00,2024-12-24 13:00:00,2455,33,2
2024-12-24,14:00:00,2024-12-24 14:00:00,2529,21,4.7
2024-12-24,15:00:00,2024-12-24 15:00:00,2508,17,4.7
2024-12-24,16:00:00,2024-12-24 16:00:00,2514,24,4.7
2024-12-24,17:00:00,2024-12-24 17:00:00,2530,13,4.7
2024-12-24,18:00:00,2024-12-24 18:00:00,2415,3,4.7
2024-12-24,19:00:00,2024-12-24 19:00:00,2320,0,4.7
2024-12-24,20:00:00,2024-12-24 20:00:00,2244,0,4.7
2024-12-24,21:00:00,2024-12-24 21:00:00,2173,0,4.7
2024-12-24,22:00:00,2024-12-24 22:00:00,2040,0,4.7
2024-12-24,23:00:00,2024-12-24 23:00:00,1904,0,4.7
2024-12-25,00:00:00,2024-12-25 00:00:00,1809,0,2
2024-12-25,01:00:00,2024-12-25 01:00:00,1684,0,2
2024-12-25,02:00:00,2024-12-25 02:00:00,1542,0,2
2024-12-25,03:00:00,2024-12-25 03:00:00,1430,0,2
2024-12-25,04:00:00,2024-12-25 04:00:00,1366,0,2
2024-12-25,05:00:00,2024-12-25 05:00:00,1344,0,2
2024-12-25,06:00:00,2024-12-25 06:00:00,1348,0,4.7
2024-12-25,07:00:00,2024-12-25 07:00:00,1376,0,4.7
2024-12-25,08:00:00,2024-12-25 08:00:00,1561,4,4.7
2024-12-25,09:00:00,2024-12-25 09:00:00,1926,21,4.7
2024-12-25,10:00:00,2024-12-25 10:00:00,2137,82,4.7
2024-12-25,11:00:00,2024-12-25 11:00:00,2313,212,2
2024-12-25,12:00:00,2024-12-25 12:00:00,2349,216,2
2024-12-25,13:00:00,2024-12-25 13:00:00,2357,272,2
2024-12-25,14:00:00,2024-12-25 14:00:00,2466,212,4.7
2024-12-25,15:00:00,2024-12-25 15:00:00,2504,147,4.7
2024-12-25,16:00:00,2024-12-25 16:00:00,2497,69,4.7
2024-12-25,17:00:00,2024-12-25 17:00:00,2538,24,4.7
2024-12-25,18:00:00,2024-12-25 18:00:00,2471,2,4.7
2024-12-25,19:00:00,2024-12-25 19:00:00,2368,0,4.7
2024-12-25,20:00:00,2024-12-25 20:00:00,2297,0,4.7
2024-12-25,21:00:00,2024-12-25 21:00:00,2254,0,4.7
2024-12-25,22:00:00,2024-12-25 22:00:00,2108,0,4.7
2024-12-25,23:00:00,2024-12-25 23:00:00,1976,0,4.7
2024-12-26,00:00:00,2024-12-26 00:00:00,1865,0,2
2024-12-26,01:00:00,2024-12-26 01:00:00,1748,0,2
2024-12-26,02:00:00,2024-12-26 02:00:00,1578,0,2
2024-12-26,03:00:00,2024-12-26 03:00:00,1505,0,2
2024-12-26,04:00:00,2024-12-26 04:00:00,1422,0,2
2024-12-26,05:00:00,2024-12-26 05:00:00,1395,0,2
2024-12-26,06:00:00,2024-12-26 06:00:00,1409,0,4.7
2024-12-26,07:00:00,2024-12-26 07:00:00,1446,2,4.7
2024-12-26,08:00:00,2024-12-26 08:00:00,1672,27,4.7
2024-12-26,09:00:00,2024-12-26 09:00:00,1955,35,4.7
2024-12-26,10:00:00,2024-12-26 10:00:00,2174,66,4.7
2024-12-26,11:00:00,2024-12-26 11:00:00,2336,64,2
2024-12-26,12:00:00,2024-12-26 12:00:00,2411,75,2
2024-12-26,13:00:00,2024-12-26 13:00:00,2401,141,2
2024-12-26,14:00:00,2024-12-26 14:00:00,2496,133,4.7
2024-12-26,15:00:00,2024-12-26 15:00:00,2588,86,4.7
2024-12-26,16:00:00,2024-12-26 16:00:00,2587,42,4.7
2024-12-26,17:00:00,2024-12-26 17:00:00,2607,18,4.7
2024-12-26,18:00:00,2024-12-26 18:00:00,2515,1,4.7
2024-12-26,19:00:00,2024-12-26 19:00:00,2400,0,4.7
2024-12-26,20:00:00,2024-12-26 20:00:00,2364,0,4.7
2024-12-26,21:00:00,2024-12-26 21:00:00,2264,0,4.7
2024-12-26,22:00:00,2024-12-26 22:00:00,2161,0,4.7
2024-12-26,23:00:00,2024-12-26 23:00:00,2035,0,4.7
2024-12-27,00:00:00,2024-12-27 00:00:00,1920,0,2
2024-12-27,01:00:00,2024-12-27 01:00:00,1856,0,2
2024-12-27,02:00:00,2024-12-27 02:00:00,1713,0,2
2024-12-27,03:00:00,2024-12-27 03:00:00,1537,0,2
2024-12-27,04:00:00,2024-12-27 04:00:00,1473,0,2
2024-12-27,05:00:00,2024-12-27 05:00:00,1424,0,2
2024-12-27,06:00:00,2024-12-27 06:00:00,1435,0,4.7
2024-12-27,07:00:00,2024-12-27 07:00:00,1482,3,4.7
2024-12-27,08:00:00,2024-12-27 08:00:00,1675,27,4.7
2024-12-27,09:00:00,2024-12-27 09:00:00,2021,41,4.7
2024-12-27,10:00:00,2024-12-27 10:00:00,2303,29,4.7
2024-12-27,11:00:00,2024-12-27 11:00:00,2431,56,2
2024-12-27,12:00:00,2024-12-27 12:00:00,2493,90,2
2024-12-27,13:00:00,2024-12-27 13:00:00,2561,138,2
2024-12-27,14:00:00,2024-12-27 14:00:00,2526,169,4.7
2024-12-27,15:00:00,2024-12-27 15:00:00,2560,119,4.7
2024-12-27,16:00:00,2024-12-27 16:00:00,2538,72,4.7
2024-12-27,17:00:00,2024-12-27 17:00:00,2482,32,4.7
2024-12-27,18:00:00,2024-12-27 18:00:00,2371,6,4.7
2024-12-27,19:00:00,2024-12-27 19:00:00,2313,0,4.7
2024-12-27,20:00:00,2024-12-27 20:00:00,2189,0,4.7
2024-12-27,21:00:00,2024-12-27 21:00:00,2089,0,4.7
2024-12-27,22:00:00,2024-12-27 22:00:00,1972,0,4.7
2024-12-27,23:00:00,2024-12-27 23:00:00,1832,0,4.7
2024-12-28,00:00:00,2024-12-28 00:00:00,1748,0,2
2024-12-28,01:00:00,2024-12-28 01:00:00,1691,0,2
2024-12-28,02:00:00,2024-12-28 02:00:00,1588,0,2
2024-12-28,03:00:00,2024-12-28 03:00:00,1503,0,2
2024-12-28,04:00:00,2024-12-28 04:00:00,1431,0,2
2024-12-28,05:00:00,2024-12-28 05:00:00,1395,0,2
2024-12-28,06:00:00,2024-12-28 06:00:00,1405,0,2.1
2024-12-28,07:00:00,2024-12-28 07:00:00,1393,3,2.1
2024-12-28,08:00:00,2024-12-28 08:00:00,1506,37,2.1
2024-12-28,09:00:00,2024-12-28 09:00:00,1622,119,2.1
2024-12-28,10:00:00,2024-12-28 10:00:00,1696,205,2.1
2024-12-28,11:00:00,2024-12-28 11:00:00,1771,268,2
2024-12-28,12:00:00,2024-12-28 12:00:00,1814,289,2
2024-12-28,13:00:00,2024-12-28 13:00:00,1878,287,2
2024-12-28,14:00:00,2024-12-28 14:00:00,1892,269,2.1
2024-12-28,15:00:00,2024-12-28 15:00:00,1918,198,2.1
2024-12-28,16:00:00,2024-12-28 16:00:00,1934,128,2.1
2024-12-28,17:00:00,2024-12-28 17:00:00,1938,55,2.1
2024-12-28,18:00:00,2024-12-28 18:00:00,1853,8,2.1
2024-12-28,19:00:00,2024-12-28 19:00:00,1829,0,2.1
2024-12-28,20:00:00,2024-12-28 20:00:00,1785,0,2.1
2024-12-28,21:00:00,2024-12-28 21:00:00,1749,0,2.1
2024-12-28,22:00:00,2024-12-28 22:00:00,1711,0,2.1
2024-12-28,23:00:00,2024-12-28 23:00:00,1680,0,2.1
2024-12-29,00:00:00,2024-12-29 00:00:00,1067,0,2
2024-12-29,01:00:00,2024-12-29 01:00:00,1058,0,2
2024-12-29,02:00:00,2024-12-29 02:00:00,1024,0,2
2024-12-29,03:00:00,2024-12-29 03:00:00,1001,0,2
2024-12-29,04:00:00,2024-12-29 04:00:00,999,0,2
2024-12-29,05:00:00,2024-12-29 05:00:00,988,0,2
2024-12-29,06:00:00,2024-12-29 06:00:00,988,0,2
2024-12-29,07:00:00,2024-12-29 07:00:00,963,0,2
2024-12-29,08:00:00,2024-12-29 08:00:00,984,26,2
2024-12-29,09:00:00,2024-12-29 09:00:00,986,82,2
2024-12-29,10:00:00,2024-12-29 10:00:00,963,167,2
2024-12-29,11:00:00,2024-12-29 11:00:00,1011,190,2
2024-12-29,12:00:00,2024-12-29 12:00:00,999,255,2
2024-12-29,13:00:00,2024-12-29 13:00:00,1003,269,2
2024-12-29,14:00:00,2024-12-29 14:00:00,1025,218,2
2024-12-29,15:00:00,2024-12-29 15:00:00,1093,168,2
2024-12-29,16:00:00,2024-12-29 16:00:00,1055,124,2
2024-12-29,17:00:00,2024-12-29 17:00:00,1048,37,2
2024-12-29,18:00:00,2024-12-29 18:00:00,1071,2,2
2024-12-29,19:00:00,2024-12-29 19:00:00,1068,0,2
2024-12-29,20:00:00,2024-12-29 20:00:00,1068,0,2
2024-12-29,21:00:00,2024-12-29 21:00:00,1067,0,2
2024-12-29,22:00:00,2024-12-29 22:00:00,1074,0,2
2024-12-29,23:00:00,2024-12-29 23:00:00,1086,0,2
2024-12-30,00:00:00,2024-12-30 00:00:00,1043,0,2
2024-12-30,01:00:00,2024-12-30 01:00:00,1084,0,2
2024-12-30,02:00:00,2024-12-30 02:00:00,1060,0,2
2024-12-30,03:00:00,2024-12-30 03:00:00,1008,0,2
2024-12-30,04:00:00,2024-12-30 04:00:00,988,0,2
2024-12-30,05:00:00,2024-12-30 05:00:00,975,0,2
2024-12-30,06:00:00,2024-12-30 06:00:00,969,0,4.7
2024-12-30,07:00:00,2024-12-30 07:00:00,973,0,4.7
2024-12-30,08:00:00,2024-12-30 08:00:00,995,20,4.7
2024-12-30,09:00:00,2024-12-30 09:00:00,986,79,4.7
2024-12-30,10:00:00,2024-12-30 10:00:00,963,161,4.7
2024-12-30,11:00:00,2024-12-30 11:00:00,964,230,2
2024-12-30,12:00:00,2024-12-30 12:00:00,1004,262,2
2024-12-30,13:00:00,2024-12-30 13:00:00,985,263,2
2024-12-30,14:00:00,2024-12-30 14:00:00,1011,232,4.7
2024-12-30,15:00:00,2024-12-30 15:00:00,1063,189,4.7
2024-12-30,16:00:00,2024-12-30 16:00:00,1029,117,4.7
2024-12-30,17:00:00,2024-12-30 17:00:00,1035,37,4.7
2024-12-30,18:00:00,2024-12-30 18:00:00,1065,2,4.7
2024-12-30,19:00:00,2024-12-30 19:00:00,1056,0,4.7
2024-12-30,20:00:00,2024-12-30 20:00:00,1051,0,4.7
2024-12-30,21:00:00,2024-12-30 21:00:00,1058,0,4.7
2024-12-30,22:00:00,2024-12-30 22:00:00,1061,0,4.7
2024-12-30,23:00:00,2024-12-30 23:00:00,1062,0,4.7
2024-12-31,00:00:00,2024-12-31 00:00:00,1080,0,2
2024-12-31,01:00:00,2024-12-31 01:00:00,1067,0,2
2024-12-31,02:00:00,2024-12-31 02:00:00,1052,0,2
2024-12-31,03:00:00,2024-12-31 03:00:00,1004,0,2
2024-12-31,04:00:00,2024-12-31 04:00:00,1021,0,2
2024-12-31,05:00:00,2024-12-31 05:00:00,993,0,2
2024-12-31,06:00:00,2024-12-31 06:00:00,981,0,4.7
2024-12-31,07:00:00,2024-12-31 07:00:00,986,0,4.7
2024-12-31,08:00:00,2024-12-31 08:00:00,1014,14,4.7
2024-12-31,09:00:00,2024-12-31 09:00:00,1021,44,4.7
2024-12-31,10:00:00,2024-12-31 10:00:00,997,115,4.7
2024-12-31,11:00:00,2024-12-31 11:00:00,1031,92,2
2024-12-31,12:00:00,2024-12-31 12:00:00,1046,99,2
2024-12-31,13:00:00,2024-12-31 13:00:00,1042,105,2
2024-12-31,14:00:00,2024-12-31 14:00:00,1043,100,4.7
2024-12-31,15:00:00,2024-12-31 15:00:00,1125,62,4.7
2024-12-31,16:00:00,2024-12-31 16:00:00,1070,36,4.7
2024-12-31,17:00:00,2024-12-31 17:00:00,1092,9,4.7
2024-12-31,18:00:00,2024-12-31 18:00:00,1097,0,4.7
2024-12-31,19:00:00,2024-12-31 19:00:00,1098,0,4.7
2024-12-31,20:00:00,2024-12-31 20:00:00,1105,0,4.7
2024-12-31,21:00:00,2024-12-31 21:00:00,1117,0,4.7
2024-12-31,22:00:00,2024-12-31 22:00:00,1095,0,4.7
2024-12-31,23:00:00,2024-12-31 23:00:00,1094,0,4.7
2025-01-01,00:00:00,2025-01-01 00:00:00,1080,0,2
2025-01-01,01:00:00,2025-01-01 01:00:00,1444,0,2
2025-01-01,02:00:00,2025-01-01 02:00:00,1449,0,2
2025-01-01,03:00:00,2025-01-01 03:00:00,1425,0,2
2025-01-01,04:00:00,2025-01-01 04:00:00,1386,0,2
2025-01-01,05:00:00,2025-01-01 05:00:00,1381,0,2
2025-01-01,06:00:00,2025-01-01 06:00:00,1358,0,4.7
2025-01-01,07:00:00,2025-01-01 07:00:00,1323,0,4.7
2025-01-01,08:00:00,2025-01-01 08:00:00,1410,17,4.7
2025-01-01,09:00:00,2025-01-01 09:00:00,1425,20,4.7
2025-01-01,10:00:00,2025-01-01 10:00:00,1434,32,4.7
2025-01-01,11:00:00,2025-01-01 11:00:00,1471,47,2
2025-01-01,12:00:00,2025-01-01 12:00:00,1497,51,2
2025-01-01,13:00:00,2025-01-01 13:00:00,1532,47,2
2025-01-01,14:00:00,2025-01-01 14:00:00,1555,52,4.7
2025-01-01,15:00:00,2025-01-01 15:00:00,1645,30,4.7
2025-01-01,16:00:00,2025-01-01 16:00:00,1624,9,4.7
2025-01-01,17:00:00,2025-01-01 17:00:00,1652,3,4.7
2025-01-01,18:00:00,2025-01-01 18:00:00,1679,0,4.7
2025-01-01,19:00:00,2025-01-01 19:00:00,1675,0,4.7
2025-01-01,20:00:00,2025-01-01 20:00:00,1659,0,4.7
2025-01-01,21:00:00,2025-01-01 21:00:00,1628,0,4.7
2025-01-01,22:00:00,2025-01-01 22:00:00,1637,0,4.7
2025-01-01,23:00:00,2025-01-01 23:00:00,1623,0,4.7
2025-01-02,00:00:00,2025-01-02 00:00:00,1576,0,2
2025-01-02,01:00:00,2025-01-02 01:00:00,1544,0,2
2025-01-02,02:00:00,2025-01-02 02:00:00,1482,0,2
2025-01-02,03:00:00,2025-01-02 03:00:00,1406,0,2
2025-01-02,04:00:00,2025-01-02 04:00:00,1367,0,2
2025-01-02,05:00:00,2025-01-02 05:00:00,1329,0,2
2025-01-02,06:00:00,2025-01-02 06:00:00,1344,0,4.7
2025-01-02,07:00:00,2025-01-02 07:00:00,1376,0,4.7
2025-01-02,08:00:00,2025-01-02 08:00:00,1581,3,4.7
2025-01-02,09:00:00,2025-01-02 09:00:00,1761,28,4.7
2025-01-02,10:00:00,2025-01-02 10:00:00,1950,34,4.7
2025-01-02,11:00:00,2025-01-02 11:00:00,2106,67,2
2025-01-02,12:00:00,2025-01-02 12:00:00,2194,133,2
2025-01-02,13:00:00,2025-01-02 13:00:00,2208,106,2
2025-01-02,14:00:00,2025-01-02 14:00:00,2229,92,4.7
2025-01-02,15:00:00,2025-01-02 15:00:00,2289,80,4.7
2025-01-02,16:00:00,2025-01-02 16:00:00,2270,24,4.7
2025-01-02,17:00:00,2025-01-02 17:00:00,2259,8,4.7
2025-01-02,18:00:00,2025-01-02 18:00:00,2151,0,4.7
2025-01-02,19:00:00,2025-01-02 19:00:00,2046,0,4.7
2025-01-02,20:00:00,2025-01-02 20:00:00,1931,0,4.7
2025-01-02,21:00:00,2025-01-02 21:00:00,1816,0,4.7
2025-01-02,22:00:00,2025-01-02 22:00:00,1701,0,4.7
2025-01-02,23:00:00,2025-01-02 23:00:00,1684,0,4.7
2025-01-03,00:00:00,2025-01-03 00:00:00,1611,0,2
2025-01-03,01:00:00,2025-01-03 01:00:00,1551,0,2
2025-01-03,02:00:00,2025-01-03 02:00:00,1468,0,2
2025-01-03,03:00:00,2025-01-03 03:00:00,1433,0,2
2025-01-03,04:00:00,2025-01-03 04:00:00,1386,0,2
2025-01-03,05:00:00,2025-01-03 05:00:00,1353,0,2
2025-01-03,06:00:00,2025-01-03 06:00:00,1361,0,4.7
2025-01-03,07:00:00,2025-01-03 07:00:00,1382,0,4.7
2025-01-03,08:00:00,2025-01-03 08:00:00,1543,5,4.7
2025-01-03,09:00:00,2025-01-03 09:00:00,1751,14,4.7
2025-01-03,10:00:00,2025-01-03 10:00:00,1974,29,4.7
2025-01-03,11:00:00,2025-01-03 11:00:00,2102,30,2
2025-01-03,12:00:00,2025-01-03 12:00:00,2185,22,2
2025-01-03,13:00:00,2025-01-03 13:00:00,2162,33,2
2025-01-03,14:00:00,2025-01-03 14:00:00,2181,38,4.7
2025-01-03,15:00:00,2025-01-03 15:00:00,2266,34,4.7
2025-01-03,16:00:00,2025-01-03 16:00:00,2267,17,4.7
2025-01-03,17:00:00,2025-01-03 17:00:00,2223,7,4.7
2025-01-03,18:00:00,2025-01-03 18:00:00,2092,0,4.7
2025-01-03,19:00:00,2025-01-03 19:00:00,1975,0,4.7
2025-01-03,20:00:00,2025-01-03 20:00:00,1885,0,4.7
2025-01-03,21:00:00,2025-01-03 21:00:00,1744,0,4.7
2025-01-03,22:00:00,2025-01-03 22:00:00,1680,0,4.7
2025-01-03,23:00:00,2025-01-03 23:00:00,1614,0,4.7
2025-01-04,00:00:00,2025-01-04 00:00:00,1610,0,2
2025-01-04,01:00:00,2025-01-04 01:00:00,1538,0,2
2025-01-04,02:00:00,2025-01-04 02:00:00,1474,0,2
2025-01-04,03:00:00,2025-01-04 03:00:00,1423,0,2
2025-01-04,04:00:00,2025-01-04 04:00:00,1383,0,2
2025-01-04,05:00:00,2025-01-04 05:00:00,1361,0,2
2025-01-04,06:00:00,2025-01-04 06:00:00,1348,0,2.1
2025-01-04,07:00:00,2025-01-04 07:00:00,1342,0,2.1
2025-01-04,08:00:00,2025-01-04 08:00:00,1432,5,2.1
2025-01-04,09:00:00,2025-01-04 09:00:00,1529,26,2.1
2025-01-04,10:00:00,2025-01-04 10:00:00,1573,64,2.1
2025-01-04,11:00:00,2025-01-04 11:00:00,1647,72,2
2025-01-04,12:00:00,2025-01-04 12:00:00,1703,101,2
2025-01-04,13:00:00,2025-01-04 13:00:00,1711,142,2
2025-01-04,14:00:00,2025-01-04 14:00:00,1728,148,2.1
2025-01-04,15:00:00,2025-01-04 15:00:00,1834,112,2.1
2025-01-04,16:00:00,2025-01-04 16:00:00,1800,62,2.1
2025-01-04,17:00:00,2025-01-04 17:00:00,1794,23,2.1
2025-01-04,18:00:00,2025-01-04 18:00:00,1737,0,2.1
2025-01-04,19:00:00,2025-01-04 19:00:00,1700,0,2.1
2025-01-04,20:00:00,2025-01-04 20:00:00,1681,0,2.1
2025-01-04,21:00:00,2025-01-04 21:00:00,1612,0,2.1
2025-01-04,22:00:00,2025-01-04 22:00:00,1616,0,2.1
2025-01-04,23:00:00,2025-01-04 23:00:00,1601,0,2.1
2025-01-05,00:00:00,2025-01-05 00:00:00,1567,0,2
2025-01-05,01:00:00,2025-01-05 01:00:00,1566,0,2
2025-01-05,02:00:00,2025-01-05 02:00:00,1509,0,2
2025-01-05,03:00:00,2025-01-05 03:00:00,1416,0,2
2025-01-05,04:00:00,2025-01-05 04:00:00,1397,0,2
2025-01-05,05:00:00,2025-01-05 05:00:00,1352,0,2
2025-01-05,06:00:00,2025-01-05 06:00:00,1356,0,2
2025-01-05,07:00:00,2025-01-05 07:00:00,1346,0,2
2025-01-05,08:00:00,2025-01-05 08:00:00,1462,17,2
2025-01-05,09:00:00,2025-01-05 09:00:00,1464,52,2
2025-01-05,10:00:00,2025-01-05 10:00:00,1535,120,2
2025-01-05,11:00:00,2025-01-05 11:00:00,1594,132,2
2025-01-05,12:00:00,2025-01-05 12:00:00,1631,229,2
2025-01-05,13:00:00,2025-01-05 13:00:00,1696,157,2
2025-01-05,14:00:00,2025-01-05 14:00:00,1701,72,2
2025-01-05,15:00:00,2025-01-05 15:00:00,1770,46,2
2025-01-05,16:00:00,2025-01-05 16:00:00,1742,45,2
2025-01-05,17:00:00,2025-01-05 17:00:00,1766,5,2
2025-01-05,18:00:00,2025-01-05 18:00:00,1718,0,2
2025-01-05,19:00:00,2025-01-05 19:00:00,1694,0,2
2025-01-05,20:00:00,2025-01-05 20:00:00,1678,0,2
2025-01-05,21:00:00,2025-01-05 21:00:00,1672,0,2
2025-01-05,22:00:00,2025-01-05 22:00:00,1586,0,2
2025-01-05,23:00:00,2025-01-05 23:00:00,1610,0,2
2025-01-06,00:00:00,2025-01-06 00:00:00,1550,0,2
2025-01-06,01:00:00,2025-01-06 01:00:00,1569,0,2
2025-01-06,02:00:00,2025-01-06 02:00:00,1503,0,2
2025-01-06,03:00:00,2025-01-06 03:00:00,1428,0,2
2025-01-06,04:00:00,2025-01-06 04:00:00,1385,0,2
2025-01-06,05:00:00,2025-01-06 05:00:00,1351,0,2
2025-01-06,06:00:00,2025-01-06 06:00:00,1359,0,4.7
2025-01-06,07:00:00,2025-01-06 07:00:00,1374,0,4.7
2025-01-06,08:00:00,2025-01-06 08:00:00,1564,24,4.7
2025-01-06,09:00:00,2025-01-06 09:00:00,1804,65,4.7
2025-01-06,10:00:00,2025-01-06 10:00:00,1989,104,4.7
2025-01-06,11:00:00,2025-01-06 11:00:00,2087,200,2
2025-01-06,12:00:00,2025-01-06 12:00:00,2173,133,2
2025-01-06,13:00:00,2025-01-06 13:00:00,2156,215,2
2025-01-06,14:00:00,2025-01-06 14:00:00,2210,150,4.7
2025-01-06,15:00:00,2025-01-06 15:00:00,2302,130,4.7
2025-01-06,16:00:00,2025-01-06 16:00:00,2249,70,4.7
2025-01-06,17:00:00,2025-01-06 17:00:00,2261,24,4.7
2025-01-06,18:00:00,2025-01-06 18:00:00,2167,1,4.7
2025-01-06,19:00:00,2025-01-06 19:00:00,2053,0,4.7
2025-01-06,20:00:00,2025-01-06 20:00:00,1957,0,4.7
2025-01-06,21:00:00,2025-01-06 21:00:00,1795,0,4.7
2025-01-06,22:00:00,2025-01-06 22:00:00,1737,0,4.7
2025-01-06,23:00:00,2025-01-06 23:00:00,1689,0,4.7
2025-01-07,00:00:00,2025-01-07 00:00:00,1634,0,2
2025-01-07,01:00:00,2025-01-07 01:00:00,1588,0,2
2025-01-07,02:00:00,2025-01-07 02:00:00,1515,0,2
2025-01-07,03:00:00,2025-01-07 03:00:00,1444,0,2
2025-01-07,04:00:00,2025-01-07 04:00:00,1408,0,2
2025-01-07,05:00:00,2025-01-07 05:00:00,1384,0,2
2025-01-07,06:00:00,2025-01-07 06:00:00,1397,0,4.7
2025-01-07,07:00:00,2025-01-07 07:00:00,1405,0,4.7
2025-01-07,08:00:00,2025-01-07 08:00:00,1595,17,4.7
2025-01-07,09:00:00,2025-01-07 09:00:00,1808,60,4.7
2025-01-07,10:00:00,2025-01-07 10:00:00,1993,129,4.7
2025-01-07,11:00:00,2025-01-07 11:00:00,2133,207,2
2025-01-07,12:00:00,2025-01-07 12:00:00,2184,228,2
2025-01-07,13:00:00,2025-01-07 13:00:00,2200,112,2
2025-01-07,14:00:00,2025-01-07 14:00:00,2235,79,4.7
2025-01-07,15:00:00,2025-01-07 15:00:00,2307,75,4.7
2025-01-07,16:00:00,2025-01-07 16:00:00,2258,62,4.7
2025-01-07,17:00:00,2025-01-07 17:00:00,2281,17,4.7
2025-01-07,18:00:00,2025-01-07 18:00:00,2204,0,4.7
2025-01-07,19:00:00,2025-01-07 19:00:00,2058,0,4.7
2025-01-07,20:00:00,2025-01-07 20:00:00,1941,0,4.7
2025-01-07,21:00:00,2025-01-07 21:00:00,1817,0,4.7
2025-01-07,22:00:00,2025-01-07 22:00:00,1728,0,4.7
2025-01-07,23:00:00,2025-01-07 23:00:00,1670,0,4.7
2025-01-08,00:00:00,2025-01-08 00:00:00,1624,0,2
2025-01-08,01:00:00,2025-01-08 01:00:00,1561,0,2
2025-01-08,02:00:00,2025-01-08 02:00:00,1495,0,2
2025-01-08,03:00:00,2025-01-08 03:00:00,1419,0,2
2025-01-08,04:00:00,2025-01-08 04:00:00,1409,0,2
2025-01-08,05:00:00,2025-01-08 05:00:00,1362,0,2
2025-01-08,06:00:00,2025-01-08 06:00:00,1361,0,4.7
2025-01-08,07:00:00,2025-01-08 07:00:00,1380,0,4.7
2025-01-08,08:00:00,2025-01-08 08:00:00,1563,3,4.7
2025-01-08,09:00:00,2025-01-08 09:00:00,1821,11,4.7
2025-01-08,10:00:00,2025-01-08 10:00:00,1981,14,4.7
2025-01-08,11:00:00,2025-01-08 11:00:00,2127,45,2
2025-01-08,12:00:00,2025-01-08 12:00:00,2208,109,2
2025-01-08,13:00:00,2025-01-08 13:00:00,2168,151,2
