Date,Time,DateTime,Load_kWh,,Price_NTD_kWh
11/1/2024,1:00:00,11/1/2024 1:00,1983,,2
11/1/2024,2:00:00,11/1/2024 2:00,1834,,2
11/1/2024,3:00:00,11/1/2024 3:00,1722,,2
11/1/2024,4:00:00,11/1/2024 4:00,1666,,2
11/1/2024,5:00:00,11/1/2024 5:00,1658,,2
11/1/2024,6:00:00,11/1/2024 6:00,1625,,4.7
11/1/2024,7:00:00,11/1/2024 7:00,1649,,4.7
11/1/2024,8:00:00,11/1/2024 8:00,1993,,4.7
11/1/2024,9:00:00,11/1/2024 9:00,2380,,4.7
11/1/2024,10:00:00,11/1/2024 10:00,2870,,4.7
11/1/2024,11:00:00,11/1/2024 11:00,3072,,2
11/1/2024,12:00:00,11/1/2024 12:00,3284,,2
11/1/2024,13:00:00,11/1/2024 13:00,3592,,2
11/1/2024,14:00:00,11/1/2024 14:00,3600,,4.7
11/1/2024,15:00:00,11/1/2024 15:00,3586,,4.7
11/1/2024,16:00:00,11/1/2024 16:00,3543,,4.7
11/1/2024,17:00:00,11/1/2024 17:00,3367,,4.7
11/1/2024,18:00:00,11/1/2024 18:00,3173,,4.7
11/1/2024,19:00:00,11/1/2024 19:00,2983,,4.7
11/1/2024,20:00:00,11/1/2024 20:00,2819,,4.7
11/1/2024,21:00:00,11/1/2024 21:00,2686,,4.7
11/1/2024,22:00:00,11/1/2024 22:00,2523,,4.7
11/1/2024,23:00:00,11/1/2024 23:00,2265,,4.7
11/2/2024,0:00:00,11/2/2024 0:00,2120,,2
11/2/2024,1:00:00,11/2/2024 1:00,2069,,2
11/2/2024,2:00:00,11/2/2024 2:00,1937,,2
11/2/2024,3:00:00,11/2/2024 3:00,1825,,2
11/2/2024,4:00:00,11/2/2024 4:00,1776,,2
11/2/2024,5:00:00,11/2/2024 5:00,1694,,2
11/2/2024,6:00:00,11/2/2024 6:00,1694,,2.1
11/2/2024,7:00:00,11/2/2024 7:00,1734,,2.1
11/2/2024,8:00:00,11/2/2024 8:00,1915,,2.1
11/2/2024,9:00:00,11/2/2024 9:00,2018,,2.1
11/2/2024,10:00:00,11/2/2024 10:00,2140,,2.1
11/2/2024,11:00:00,11/2/2024 11:00,2166,,2
11/2/2024,12:00:00,11/2/2024 12:00,2192,,2
11/2/2024,13:00:00,11/2/2024 13:00,2264,,2
11/2/2024,14:00:00,11/2/2024 14:00,2424,,2.1
11/2/2024,15:00:00,11/2/2024 15:00,2458,,2.1
11/2/2024,16:00:00,11/2/2024 16:00,2416,,2.1
11/2/2024,17:00:00,11/2/2024 17:00,2478,,2.1
11/2/2024,18:00:00,11/2/2024 18:00,2341,,2.1
11/2/2024,19:00:00,11/2/2024 19:00,2281,,2.1
11/2/2024,20:00:00,11/2/2024 20:00,2251,,2.1
11/2/2024,21:00:00,11/2/2024 21:00,2201,,2.1
11/2/2024,22:00:00,11/2/2024 22:00,2120,,2.1
11/2/2024,23:00:00,11/2/2024 23:00,2004,,2.1
11/3/2024,0:00:00,11/3/2024 0:00,1963,,2
11/3/2024,1:00:00,11/3/2024 1:00,1969,,2
11/3/2024,2:00:00,11/3/2024 2:00,1864,,2
11/3/2024,3:00:00,11/3/2024 3:00,1780,,2
11/3/2024,4:00:00,11/3/2024 4:00,1728,,2
11/3/2024,5:00:00,11/3/2024 5:00,1676,,2
11/3/2024,6:00:00,11/3/2024 6:00,1616,,2
11/3/2024,7:00:00,11/3/2024 7:00,1623,,2
11/3/2024,8:00:00,11/3/2024 8:00,1772,,2
11/3/2024,9:00:00,11/3/2024 9:00,1843,,2
11/3/2024,10:00:00,11/3/2024 10:00,1944,,2
11/3/2024,11:00:00,11/3/2024 11:00,2044,,2
11/3/2024,12:00:00,11/3/2024 12:00,2184,,2
11/3/2024,13:00:00,11/3/2024 13:00,2263,,2
11/3/2024,14:00:00,11/3/2024 14:00,2332,,2
11/3/2024,15:00:00,11/3/2024 15:00,2460,,2
11/3/2024,16:00:00,11/3/2024 16:00,2388,,2
11/3/2024,17:00:00,11/3/2024 17:00,2370,,2
11/3/2024,18:00:00,11/3/2024 18:00,2277,,2
11/3/2024,19:00:00,11/3/2024 19:00,2260,,2
11/3/2024,20:00:00,11/3/2024 20:00,2246,,2
11/3/2024,21:00:00,11/3/2024 21:00,2245,,2
11/3/2024,22:00:00,11/3/2024 22:00,2174,,2
11/3/2024,23:00:00,11/3/2024 23:00,2097,,2
11/4/2024,0:00:00,11/4/2024 0:00,2074,,2
11/4/2024,1:00:00,11/4/2024 1:00,2048,,2
11/4/2024,2:00:00,11/4/2024 2:00,1909,,2
11/4/2024,3:00:00,11/4/2024 3:00,1794,,2
11/4/2024,4:00:00,11/4/2024 4:00,1727,,2
11/4/2024,5:00:00,11/4/2024 5:00,1700,,2
11/4/2024,6:00:00,11/4/2024 6:00,1700,,4.7
11/4/2024,7:00:00,11/4/2024 7:00,1774,,4.7
11/4/2024,8:00:00,11/4/2024 8:00,2136,,4.7
11/4/2024,9:00:00,11/4/2024 9:00,2559,,4.7
11/4/2024,10:00:00,11/4/2024 10:00,3099,,4.7
11/4/2024,11:00:00,11/4/2024 11:00,3336,,2
11/4/2024,12:00:00,11/4/2024 12:00,3541,,2
11/4/2024,13:00:00,11/4/2024 13:00,3652,,2
11/4/2024,14:00:00,11/4/2024 14:00,3631,,4.7
11/4/2024,15:00:00,11/4/2024 15:00,3622,,4.7
11/4/2024,16:00:00,11/4/2024 16:00,3573,,4.7
11/4/2024,17:00:00,11/4/2024 17:00,3413,,4.7
11/4/2024,18:00:00,11/4/2024 18:00,3274,,4.7
11/4/2024,19:00:00,11/4/2024 19:00,3228,,4.7
11/4/2024,20:00:00,11/4/2024 20:00,3059,,4.7
11/4/2024,21:00:00,11/4/2024 21:00,2852,,4.7
11/4/2024,22:00:00,11/4/2024 22:00,2596,,4.7
11/4/2024,23:00:00,11/4/2024 23:00,2369,,4.7
11/5/2024,0:00:00,11/5/2024 0:00,2257,,2
11/5/2024,1:00:00,11/5/2024 1:00,2117,,2
11/5/2024,2:00:00,11/5/2024 2:00,1989,,2
11/5/2024,3:00:00,11/5/2024 3:00,1847,,2
11/5/2024,4:00:00,11/5/2024 4:00,1784,,2
11/5/2024,5:00:00,11/5/2024 5:00,1744,,2
11/5/2024,6:00:00,11/5/2024 6:00,1760,,4.7
11/5/2024,7:00:00,11/5/2024 7:00,1772,,4.7
11/5/2024,8:00:00,11/5/2024 8:00,2090,,4.7
11/5/2024,9:00:00,11/5/2024 9:00,2533,,4.7
11/5/2024,10:00:00,11/5/2024 10:00,2830,,4.7
11/5/2024,11:00:00,11/5/2024 11:00,3027,,2
11/5/2024,12:00:00,11/5/2024 12:00,3212,,2
11/5/2024,13:00:00,11/5/2024 13:00,3424,,2
11/5/2024,14:00:00,11/5/2024 14:00,3486,,4.7
11/5/2024,15:00:00,11/5/2024 15:00,3387,,4.7
11/5/2024,16:00:00,11/5/2024 16:00,3332,,4.7
11/5/2024,17:00:00,11/5/2024 17:00,3284,,4.7
11/5/2024,18:00:00,11/5/2024 18:00,3027,,4.7
11/5/2024,19:00:00,11/5/2024 19:00,2980,,4.7
11/5/2024,20:00:00,11/5/2024 20:00,2786,,4.7
11/5/2024,21:00:00,11/5/2024 21:00,2632,,4.7
11/5/2024,22:00:00,11/5/2024 22:00,2453,,4.7
11/5/2024,23:00:00,11/5/2024 23:00,2236,,4.7
11/6/2024,0:00:00,11/6/2024 0:00,2135,,2
11/6/2024,1:00:00,11/6/2024 1:00,2003,,2
11/6/2024,2:00:00,11/6/2024 2:00,1857,,2
11/6/2024,3:00:00,11/6/2024 3:00,1753,,2
11/6/2024,4:00:00,11/6/2024 4:00,1669,,2
11/6/2024,5:00:00,11/6/2024 5:00,1653,,2
11/6/2024,6:00:00,11/6/2024 6:00,1637,,4.7
11/6/2024,7:00:00,11/6/2024 7:00,1688,,4.7
11/6/2024,8:00:00,11/6/2024 8:00,1987,,4.7
11/6/2024,9:00:00,11/6/2024 9:00,2304,,4.7
11/6/2024,10:00:00,11/6/2024 10:00,2577,,4.7
11/6/2024,11:00:00,11/6/2024 11:00,2778,,2
11/6/2024,12:00:00,11/6/2024 12:00,2891,,2
11/6/2024,13:00:00,11/6/2024 13:00,2950,,2
11/6/2024,14:00:00,11/6/2024 14:00,2943,,4.7
11/6/2024,15:00:00,11/6/2024 15:00,3034,,4.7
11/6/2024,16:00:00,11/6/2024 16:00,3002,,4.7
11/6/2024,17:00:00,11/6/2024 17:00,2943,,4.7
11/6/2024,18:00:00,11/6/2024 18:00,2845,,4.7
11/6/2024,19:00:00,11/6/2024 19:00,2692,,4.7
11/6/2024,20:00:00,11/6/2024 20:00,2557,,4.7
11/6/2024,21:00:00,11/6/2024 21:00,2428,,4.7
11/6/2024,22:00:00,11/6/2024 22:00,2333,,4.7
11/6/2024,23:00:00,11/6/2024 23:00,2159,,4.7
11/7/2024,0:00:00,11/7/2024 0:00,2036,,2
11/7/2024,1:00:00,11/7/2024 1:00,1964,,2
11/7/2024,2:00:00,11/7/2024 2:00,1836,,2
11/7/2024,3:00:00,11/7/2024 3:00,1681,,2
11/7/2024,4:00:00,11/7/2024 4:00,1629,,2
11/7/2024,5:00:00,11/7/2024 5:00,1595,,2
11/7/2024,6:00:00,11/7/2024 6:00,1611,,4.7
11/7/2024,7:00:00,11/7/2024 7:00,1681,,4.7
11/7/2024,8:00:00,11/7/2024 8:00,1931,,4.7
11/7/2024,9:00:00,11/7/2024 9:00,2232,,4.7
11/7/2024,10:00:00,11/7/2024 10:00,2517,,4.7
11/7/2024,11:00:00,11/7/2024 11:00,2671,,2
11/7/2024,12:00:00,11/7/2024 12:00,2764,,2
11/7/2024,13:00:00,11/7/2024 13:00,2879,,2
11/7/2024,14:00:00,11/7/2024 14:00,2961,,4.7
11/7/2024,15:00:00,11/7/2024 15:00,3044,,4.7
11/7/2024,16:00:00,11/7/2024 16:00,3007,,4.7
11/7/2024,17:00:00,11/7/2024 17:00,2880,,4.7
11/7/2024,18:00:00,11/7/2024 18:00,2761,,4.7
11/7/2024,19:00:00,11/7/2024 19:00,2773,,4.7
11/7/2024,20:00:00,11/7/2024 20:00,2680,,4.7
11/7/2024,21:00:00,11/7/2024 21:00,2608,,4.7
11/7/2024,22:00:00,11/7/2024 22:00,2376,,4.7
11/7/2024,23:00:00,11/7/2024 23:00,2131,,4.7
11/8/2024,0:00:00,11/8/2024 0:00,2064,,2
11/8/2024,1:00:00,11/8/2024 1:00,1949,,2
11/8/2024,2:00:00,11/8/2024 2:00,1813,,2
11/8/2024,3:00:00,11/8/2024 3:00,1698,,2
11/8/2024,4:00:00,11/8/2024 4:00,1624,,2
11/8/2024,5:00:00,11/8/2024 5:00,1590,,2
11/8/2024,6:00:00,11/8/2024 6:00,1604,,4.7
11/8/2024,7:00:00,11/8/2024 7:00,1660,,4.7
11/8/2024,8:00:00,11/8/2024 8:00,1913,,4.7
11/8/2024,9:00:00,11/8/2024 9:00,2225,,4.7
11/8/2024,10:00:00,11/8/2024 10:00,2526,,4.7
11/8/2024,11:00:00,11/8/2024 11:00,2694,,2
11/8/2024,12:00:00,11/8/2024 12:00,2840,,2
11/8/2024,13:00:00,11/8/2024 13:00,2972,,2
11/8/2024,14:00:00,11/8/2024 14:00,2985,,4.7
11/8/2024,15:00:00,11/8/2024 15:00,2976,,4.7
11/8/2024,16:00:00,11/8/2024 16:00,2931,,4.7
11/8/2024,17:00:00,11/8/2024 17:00,2874,,4.7
11/8/2024,18:00:00,11/8/2024 18:00,2779,,4.7
11/8/2024,19:00:00,11/8/2024 19:00,2689,,4.7
11/8/2024,20:00:00,11/8/2024 20:00,2537,,4.7
11/8/2024,21:00:00,11/8/2024 21:00,2364,,4.7
11/8/2024,22:00:00,11/8/2024 22:00,2213,,4.7
11/8/2024,23:00:00,11/8/2024 23:00,2063,,4.7
11/9/2024,0:00:00,11/9/2024 0:00,1986,,2
11/9/2024,1:00:00,11/9/2024 1:00,1908,,2
11/9/2024,2:00:00,11/9/2024 2:00,1817,,2
11/9/2024,3:00:00,11/9/2024 3:00,1693,,2
11/9/2024,4:00:00,11/9/2024 4:00,1640,,2
11/9/2024,5:00:00,11/9/2024 5:00,1620,,2
11/9/2024,6:00:00,11/9/2024 6:00,1607,,2.1
11/9/2024,7:00:00,11/9/2024 7:00,1639,,2.1
11/9/2024,8:00:00,11/9/2024 8:00,1914,,2.1
11/9/2024,9:00:00,11/9/2024 9:00,2085,,2.1
11/9/2024,10:00:00,11/9/2024 10:00,2166,,2.1
11/9/2024,11:00:00,11/9/2024 11:00,2279,,2
11/9/2024,12:00:00,11/9/2024 12:00,2477,,2
11/9/2024,13:00:00,11/9/2024 13:00,2549,,2
11/9/2024,14:00:00,11/9/2024 14:00,2572,,2.1
11/9/2024,15:00:00,11/9/2024 15:00,2566,,2.1
11/9/2024,16:00:00,11/9/2024 16:00,2489,,2.1
11/9/2024,17:00:00,11/9/2024 17:00,2426,,2.1
11/9/2024,18:00:00,11/9/2024 18:00,2278,,2.1
11/9/2024,19:00:00,11/9/2024 19:00,2207,,2.1
11/9/2024,20:00:00,11/9/2024 20:00,2175,,2.1
11/9/2024,21:00:00,11/9/2024 21:00,2152,,2.1
11/9/2024,22:00:00,11/9/2024 22:00,2098,,2.1
11/9/2024,23:00:00,11/9/2024 23:00,1997,,2.1
11/10/2024,0:00:00,11/10/2024 0:00,1952,,2
11/10/2024,1:00:00,11/10/2024 1:00,1965,,2
11/10/2024,2:00:00,11/10/2024 2:00,1864,,2
11/10/2024,3:00:00,11/10/2024 3:00,1772,,2
11/10/2024,4:00:00,11/10/2024 4:00,1678,,2
11/10/2024,5:00:00,11/10/2024 5:00,1645,,2
11/10/2024,6:00:00,11/10/2024 6:00,1621,,2
11/10/2024,7:00:00,11/10/2024 7:00,1627,,2
11/10/2024,8:00:00,11/10/2024 8:00,1785,,2
11/10/2024,9:00:00,11/10/2024 9:00,1857,,2
11/10/2024,10:00:00,11/10/2024 10:00,1955,,2
11/10/2024,11:00:00,11/10/2024 11:00,2083,,2
11/10/2024,12:00:00,11/10/2024 12:00,2150,,2
11/10/2024,13:00:00,11/10/2024 13:00,2276,,2
11/10/2024,14:00:00,11/10/2024 14:00,2218,,2
11/10/2024,15:00:00,11/10/2024 15:00,2347,,2
11/10/2024,16:00:00,11/10/2024 16:00,2259,,2
11/10/2024,17:00:00,11/10/2024 17:00,2275,,2
11/10/2024,18:00:00,11/10/2024 18:00,2243,,2
11/10/2024,19:00:00,11/10/2024 19:00,2209,,2
11/10/2024,20:00:00,11/10/2024 20:00,2202,,2
11/10/2024,21:00:00,11/10/2024 21:00,2197,,2
11/10/2024,22:00:00,11/10/2024 22:00,2170,,2
11/10/2024,23:00:00,11/10/2024 23:00,2107,,2
11/11/2024,0:00:00,11/11/2024 0:00,2044,,2
11/11/2024,1:00:00,11/11/2024 1:00,2004,,2
11/11/2024,2:00:00,11/11/2024 2:00,1889,,2
11/11/2024,3:00:00,11/11/2024 3:00,1771,,2
11/11/2024,4:00:00,11/11/2024 4:00,1692,,2
11/11/2024,5:00:00,11/11/2024 5:00,1677,,2
11/11/2024,6:00:00,11/11/2024 6:00,1677,,4.7
11/11/2024,7:00:00,11/11/2024 7:00,1771,,4.7
11/11/2024,8:00:00,11/11/2024 8:00,2097,,4.7
11/11/2024,9:00:00,11/11/2024 9:00,2404,,4.7
11/11/2024,10:00:00,11/11/2024 10:00,2719,,4.7
11/11/2024,11:00:00,11/11/2024 11:00,2968,,2
11/11/2024,12:00:00,11/11/2024 12:00,3119,,2
11/11/2024,13:00:00,11/11/2024 13:00,3272,,2
11/11/2024,14:00:00,11/11/2024 14:00,3324,,4.7
11/11/2024,15:00:00,11/11/2024 15:00,3342,,4.7
11/11/2024,16:00:00,11/11/2024 16:00,3283,,4.7
11/11/2024,17:00:00,11/11/2024 17:00,3175,,4.7
11/11/2024,18:00:00,11/11/2024 18:00,3096,,4.7
11/11/2024,19:00:00,11/11/2024 19:00,3077,,4.7
11/11/2024,20:00:00,11/11/2024 20:00,2945,,4.7
11/11/2024,21:00:00,11/11/2024 21:00,2806,,4.7
11/11/2024,22:00:00,11/11/2024 22:00,2640,,4.7
11/11/2024,23:00:00,11/11/2024 23:00,2393,,4.7
11/12/2024,0:00:00,11/12/2024 0:00,2224,,2
11/12/2024,1:00:00,11/12/2024 1:00,2112,,2
11/12/2024,2:00:00,11/12/2024 2:00,1972,,2
11/12/2024,3:00:00,11/12/2024 3:00,1856,,2
11/12/2024,4:00:00,11/12/2024 4:00,1777,,2
11/12/2024,5:00:00,11/12/2024 5:00,1768,,2
11/12/2024,6:00:00,11/12/2024 6:00,1754,,4.7
11/12/2024,7:00:00,11/12/2024 7:00,1872,,4.7
11/12/2024,8:00:00,11/12/2024 8:00,2216,,4.7
11/12/2024,9:00:00,11/12/2024 9:00,2590,,4.7
11/12/2024,10:00:00,11/12/2024 10:00,2983,,4.7
11/12/2024,11:00:00,11/12/2024 11:00,3201,,2
11/12/2024,12:00:00,11/12/2024 12:00,3363,,2
11/12/2024,13:00:00,11/12/2024 13:00,3534,,2
11/12/2024,14:00:00,11/12/2024 14:00,3508,,4.7
11/12/2024,15:00:00,11/12/2024 15:00,3506,,4.7
11/12/2024,16:00:00,11/12/2024 16:00,3482,,4.7
11/12/2024,17:00:00,11/12/2024 17:00,3375,,4.7
11/12/2024,18:00:00,11/12/2024 18:00,3289,,4.7
11/12/2024,19:00:00,11/12/2024 19:00,3150,,4.7
11/12/2024,20:00:00,11/12/2024 20:00,2929,,4.7
11/12/2024,21:00:00,11/12/2024 21:00,2781,,4.7
11/12/2024,22:00:00,11/12/2024 22:00,2608,,4.7
11/12/2024,23:00:00,11/12/2024 23:00,2401,,4.7
11/13/2024,0:00:00,11/13/2024 0:00,2280,,2
11/13/2024,1:00:00,11/13/2024 1:00,2148,,2
11/13/2024,2:00:00,11/13/2024 2:00,1996,,2
11/13/2024,3:00:00,11/13/2024 3:00,1865,,2
11/13/2024,4:00:00,11/13/2024 4:00,1850,,2
11/13/2024,5:00:00,11/13/2024 5:00,1780,,2
11/13/2024,6:00:00,11/13/2024 6:00,1797,,4.7
11/13/2024,7:00:00,11/13/2024 7:00,1831,,4.7
11/13/2024,8:00:00,11/13/2024 8:00,2250,,4.7
11/13/2024,9:00:00,11/13/2024 9:00,2636,,4.7
11/13/2024,10:00:00,11/13/2024 10:00,3059,,4.7
11/13/2024,11:00:00,11/13/2024 11:00,3205,,2
11/13/2024,12:00:00,11/13/2024 12:00,3368,,2
11/13/2024,13:00:00,11/13/2024 13:00,3547,,2
11/13/2024,14:00:00,11/13/2024 14:00,3601,,4.7
11/13/2024,15:00:00,11/13/2024 15:00,3626,,4.7
11/13/2024,16:00:00,11/13/2024 16:00,3580,,4.7
11/13/2024,17:00:00,11/13/2024 17:00,3514,,4.7
11/13/2024,18:00:00,11/13/2024 18:00,3338,,4.7
11/13/2024,19:00:00,11/13/2024 19:00,3202,,4.7
11/13/2024,20:00:00,11/13/2024 20:00,3055,,4.7
11/13/2024,21:00:00,11/13/2024 21:00,2900,,4.7
11/13/2024,22:00:00,11/13/2024 22:00,2697,,4.7
11/13/2024,23:00:00,11/13/2024 23:00,2454,,4.7
11/14/2024,0:00:00,11/14/2024 0:00,2329,,2
11/14/2024,1:00:00,11/14/2024 1:00,2258,,2
11/14/2024,2:00:00,11/14/2024 2:00,2102,,2
11/14/2024,3:00:00,11/14/2024 3:00,1963,,2
11/14/2024,4:00:00,11/14/2024 4:00,1871,,2
11/14/2024,5:00:00,11/14/2024 5:00,1855,,2
11/14/2024,6:00:00,11/14/2024 6:00,1847,,4.7
11/14/2024,7:00:00,11/14/2024 7:00,1919,,4.7
11/14/2024,8:00:00,11/14/2024 8:00,2315,,4.7
11/14/2024,9:00:00,11/14/2024 9:00,2811,,4.7
11/14/2024,10:00:00,11/14/2024 10:00,3284,,4.7
11/14/2024,11:00:00,11/14/2024 11:00,3515,,2
11/14/2024,12:00:00,11/14/2024 12:00,3665,,2
11/14/2024,13:00:00,11/14/2024 13:00,3841,,2
11/14/2024,14:00:00,11/14/2024 14:00,3831,,4.7
11/14/2024,15:00:00,11/14/2024 15:00,3787,,4.7
11/14/2024,16:00:00,11/14/2024 16:00,3725,,4.7
11/14/2024,17:00:00,11/14/2024 17:00,3676,,4.7
11/14/2024,18:00:00,11/14/2024 18:00,3486,,4.7
11/14/2024,19:00:00,11/14/2024 19:00,3390,,4.7
11/14/2024,20:00:00,11/14/2024 20:00,3230,,4.7
11/14/2024,21:00:00,11/14/2024 21:00,3046,,4.7
11/14/2024,22:00:00,11/14/2024 22:00,2805,,4.7
11/14/2024,23:00:00,11/14/2024 23:00,2557,,4.7
11/15/2024,0:00:00,11/15/2024 0:00,2409,,2
11/15/2024,1:00:00,11/15/2024 1:00,2319,,2
11/15/2024,2:00:00,11/15/2024 2:00,2161,,2
11/15/2024,3:00:00,11/15/2024 3:00,2025,,2
11/15/2024,4:00:00,11/15/2024 4:00,1920,,2
11/15/2024,5:00:00,11/15/2024 5:00,1854,,2
11/15/2024,6:00:00,11/15/2024 6:00,1843,,4.7
11/15/2024,7:00:00,11/15/2024 7:00,1873,,4.7
11/15/2024,8:00:00,11/15/2024 8:00,2230,,4.7
11/15/2024,9:00:00,11/15/2024 9:00,2668,,4.7
11/15/2024,10:00:00,11/15/2024 10:00,3180,,4.7
11/15/2024,11:00:00,11/15/2024 11:00,3513,,2
11/15/2024,12:00:00,11/15/2024 12:00,3822,,2
11/15/2024,13:00:00,11/15/2024 13:00,4018,,2
11/15/2024,14:00:00,11/15/2024 14:00,3902,,4.7
11/15/2024,15:00:00,11/15/2024 15:00,3800,,4.7
11/15/2024,16:00:00,11/15/2024 16:00,3715,,4.7
11/15/2024,17:00:00,11/15/2024 17:00,3565,,4.7
11/15/2024,18:00:00,11/15/2024 18:00,3297,,4.7
11/15/2024,19:00:00,11/15/2024 19:00,3132,,4.7
11/15/2024,20:00:00,11/15/2024 20:00,2900,,4.7
11/15/2024,21:00:00,11/15/2024 21:00,2777,,4.7
11/15/2024,22:00:00,11/15/2024 22:00,2568,,4.7
11/15/2024,23:00:00,11/15/2024 23:00,2395,,4.7
11/16/2024,0:00:00,11/16/2024 0:00,2302,,2
11/16/2024,1:00:00,11/16/2024 1:00,2173,,2
11/16/2024,2:00:00,11/16/2024 2:00,2086,,2
11/16/2024,3:00:00,11/16/2024 3:00,1945,,2
11/16/2024,4:00:00,11/16/2024 4:00,1858,,2
11/16/2024,5:00:00,11/16/2024 5:00,1797,,2
11/16/2024,6:00:00,11/16/2024 6:00,1794,,2.1
11/16/2024,7:00:00,11/16/2024 7:00,1817,,2.1
11/16/2024,8:00:00,11/16/2024 8:00,1927,,2.1
11/16/2024,9:00:00,11/16/2024 9:00,2146,,2.1
11/16/2024,10:00:00,11/16/2024 10:00,2374,,2.1
11/16/2024,11:00:00,11/16/2024 11:00,2526,,2
11/16/2024,12:00:00,11/16/2024 12:00,2643,,2
11/16/2024,13:00:00,11/16/2024 13:00,2793,,2
11/16/2024,14:00:00,11/16/2024 14:00,2750,,2.1
11/16/2024,15:00:00,11/16/2024 15:00,2715,,2.1
11/16/2024,16:00:00,11/16/2024 16:00,2625,,2.1
11/16/2024,17:00:00,11/16/2024 17:00,2539,,2.1
11/16/2024,18:00:00,11/16/2024 18:00,2412,,2.1
11/16/2024,19:00:00,11/16/2024 19:00,2328,,2.1
11/16/2024,20:00:00,11/16/2024 20:00,2289,,2.1
11/16/2024,21:00:00,11/16/2024 21:00,2247,,2.1
11/16/2024,22:00:00,11/16/2024 22:00,2222,,2.1
11/16/2024,23:00:00,11/16/2024 23:00,2158,,2.1
11/17/2024,0:00:00,11/17/2024 0:00,2080,,2
11/17/2024,1:00:00,11/17/2024 1:00,2032,,2
11/17/2024,2:00:00,11/17/2024 2:00,1940,,2
11/17/2024,3:00:00,11/17/2024 3:00,1828,,2
11/17/2024,4:00:00,11/17/2024 4:00,1742,,2
11/17/2024,5:00:00,11/17/2024 5:00,1701,,2
11/17/2024,6:00:00,11/17/2024 6:00,1683,,2
11/17/2024,7:00:00,11/17/2024 7:00,1680,,2
11/17/2024,8:00:00,11/17/2024 8:00,1738,,2
11/17/2024,9:00:00,11/17/2024 9:00,1857,,2
11/17/2024,10:00:00,11/17/2024 10:00,1937,,2
11/17/2024,11:00:00,11/17/2024 11:00,2020,,2
11/17/2024,12:00:00,11/17/2024 12:00,2085,,2
11/17/2024,13:00:00,11/17/2024 13:00,2184,,2
11/17/2024,14:00:00,11/17/2024 14:00,2194,,2
11/17/2024,15:00:00,11/17/2024 15:00,2291,,2
11/17/2024,16:00:00,11/17/2024 16:00,2248,,2
11/17/2024,17:00:00,11/17/2024 17:00,2265,,2
11/17/2024,18:00:00,11/17/2024 18:00,2197,,2
11/17/2024,19:00:00,11/17/2024 19:00,2197,,2
11/17/2024,20:00:00,11/17/2024 20:00,2176,,2
11/17/2024,21:00:00,11/17/2024 21:00,2140,,2
11/17/2024,22:00:00,11/17/2024 22:00,2187,,2
11/17/2024,23:00:00,11/17/2024 23:00,2137,,2
11/18/2024,0:00:00,11/18/2024 0:00,2069,,2
11/18/2024,1:00:00,11/18/2024 1:00,2073,,2
11/18/2024,2:00:00,11/18/2024 2:00,1973,,2
11/18/2024,3:00:00,11/18/2024 3:00,1779,,2
11/18/2024,4:00:00,11/18/2024 4:00,1681,,2
11/18/2024,5:00:00,11/18/2024 5:00,1646,,2
11/18/2024,6:00:00,11/18/2024 6:00,1663,,4.7
11/18/2024,7:00:00,11/18/2024 7:00,1757,,4.7
11/18/2024,8:00:00,11/18/2024 8:00,1957,,4.7
11/18/2024,9:00:00,11/18/2024 9:00,2297,,4.7
11/18/2024,10:00:00,11/18/2024 10:00,2623,,4.7
11/18/2024,11:00:00,11/18/2024 11:00,2757,,2
11/18/2024,12:00:00,11/18/2024 12:00,2889,,2
11/18/2024,13:00:00,11/18/2024 13:00,2943,,2
11/18/2024,14:00:00,11/18/2024 14:00,3008,,4.7
11/18/2024,15:00:00,11/18/2024 15:00,3043,,4.7
11/18/2024,16:00:00,11/18/2024 16:00,2996,,4.7
11/18/2024,17:00:00,11/18/2024 17:00,2930,,4.7
11/18/2024,18:00:00,11/18/2024 18:00,2807,,4.7
11/18/2024,19:00:00,11/18/2024 19:00,2758,,4.7
11/18/2024,20:00:00,11/18/2024 20:00,2581,,4.7
11/18/2024,21:00:00,11/18/2024 21:00,2487,,4.7
11/18/2024,22:00:00,11/18/2024 22:00,2329,,4.7
11/18/2024,23:00:00,11/18/2024 23:00,2081,,4.7
11/19/2024,0:00:00,11/19/2024 0:00,1988,,2
11/19/2024,1:00:00,11/19/2024 1:00,1871,,2
11/19/2024,2:00:00,11/19/2024 2:00,1767,,2
11/19/2024,3:00:00,11/19/2024 3:00,1629,,2
11/19/2024,4:00:00,11/19/2024 4:00,1569,,2
11/19/2024,5:00:00,11/19/2024 5:00,1551,,2
11/19/2024,6:00:00,11/19/2024 6:00,1564,,4.7
11/19/2024,7:00:00,11/19/2024 7:00,1583,,4.7
11/19/2024,8:00:00,11/19/2024 8:00,1854,,4.7
11/19/2024,9:00:00,11/19/2024 9:00,2198,,4.7
11/19/2024,10:00:00,11/19/2024 10:00,2463,,4.7
11/19/2024,11:00:00,11/19/2024 11:00,2610,,2
11/19/2024,12:00:00,11/19/2024 12:00,2753,,2
11/19/2024,13:00:00,11/19/2024 13:00,2923,,2
11/19/2024,14:00:00,11/19/2024 14:00,2903,,4.7
11/19/2024,15:00:00,11/19/2024 15:00,2904,,4.7
11/19/2024,16:00:00,11/19/2024 16:00,2871,,4.7
11/19/2024,17:00:00,11/19/2024 17:00,2851,,4.7
11/19/2024,18:00:00,11/19/2024 18:00,2728,,4.7
