case,scenario_file,bridge_type,tail_aware,low_pv_safe,K_min,K_max,weights_type,weight_sum_min,weight_sum_max,effective_scenarios_min,effective_scenarios_mean,effective_scenarios_max,load_profile_name,has_realized_or_truth_columns,truth_like_columns,LOAD_QN_used,random_load_error_used,old_S1S6_used,structured_load_bias_used
KM_K5_ABLATION,new_pipeline\data\output\experiments\pv_focused_structured_load_bias_bridge\id_h24_pvfocus_base_km_K5_scenarios.parquet,PV_KM,False,False,5,5,cluster_probability,0.9999999999999999,1.0000000000000002,1.0,3.248124323076481,4.9864368916547,base,False,,False,False,False,False
